국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률
스리랑카,관광,2005,1,1,겨울,0,1,3.970291913552122,0.0,0.0,0.0,3.970291913552122,3.970291913552122,0.0
스리랑카,관광,2005,2,1,겨울,0,2,4.59511985013459,3.970291913552122,0.0,0.0,4.330733340286331,4.330733340286331,0.0
스리랑카,관광,2005,3,1,봄,0,3,4.276666119016055,4.59511985013459,0.0,0.0,4.31303376318693,4.31303376318693,0.0
스리랑카,관광,2005,4,2,봄,0,4,4.812184355372417,4.276666119016055,3.970291913552122,0.0,4.584967478670572,4.4630304188269685,0.0
스리랑카,관광,2005,5,2,봄,0,5,4.634728988229636,4.812184355372417,4.59511985013459,0.0,4.598481197837295,4.499809670330265,0.0
스리랑카,관광,2005,6,2,여름,0,6,5.003946305945459,4.634728988229636,4.276666119016055,0.0,4.8283137373023015,4.603502128887395,0.0
스리랑카,관광,2005,7,3,여름,0,7,5.6240175061873385,5.003946305945459,4.812184355372417,0.0,5.172376143190189,4.829455941881078,0.0
스리랑카,관광,2005,8,3,여름,0,8,5.278114659230517,5.6240175061873385,4.634728988229636,0.0,5.33432780407107,4.897839799950911,0.0
스리랑카,관광,2005,9,3,가을,0,9,5.043425116919247,5.278114659230517,5.003946305945459,0.0,5.343927877800089,4.915102867374692,0.0
스리랑카,관광,2005,10,4,가을,0,10,4.962844630259907,5.043425116919247,5.6240175061873385,0.0,5.103923228519813,4.919980925828125,0.0
스리랑카,관광,2005,11,4,가을,0,11,4.465908118654584,4.962844630259907,5.278114659230517,0.0,4.854631045619675,4.886239533396834,0.0
스리랑카,관광,2005,12,4,겨울,0,12,4.110873864173311,4.465908118654584,5.043425116919247,0.0,4.574710978503383,4.840242308167575,0.0
스리랑카,관광,2006,1,1,겨울,0,13,4.356708826689592,4.110873864173311,4.962844630259907,3.970291913552122,4.321922710604176,4.856577202575161,48.07692307692308
스리랑카,관광,2006,2,1,겨울,0,14,3.9512437185814275,4.356708826689592,4.465908118654584,4.59511985013459,4.15366113937852,4.825643508746422,-47.95918367346938
스리랑카,관광,2006,3,1,봄,0,15,4.6443908991413725,3.9512437185814275,4.110873864173311,4.276666119016055,4.356708826689592,4.846808319938465,45.07042253521127
스리랑카,관광,2006,4,2,봄,0,16,4.709530201312334,4.6443908991413725,4.356708826689592,4.812184355372417,4.48863636973214,4.838923916414316,-9.836065573770492
스리랑카,관광,2006,5,2,봄,0,17,4.330733340286331,4.709530201312334,3.9512437185814275,4.634728988229636,4.574710978503383,4.8209533828960085,-26.47058823529412
스리랑카,관광,2006,6,2,여름,0,18,4.532599493153256,4.330733340286331,4.6443908991413725,5.003946305945459,4.53617731450114,4.782618778040171,-37.83783783783784
스리랑카,관광,2006,7,3,여름,0,19,4.867534450455582,4.532599493153256,4.709530201312334,5.6240175061873385,4.601831284722577,4.674385255009565,-53.2608695652174
스리랑카,관광,2006,8,3,여름,0,20,5.332718793265369,4.867534450455582,4.330733340286331,5.278114659230517,4.965172920019499,4.682902534528443,5.641025641025641
스리랑카,관광,2006,9,3,가을,0,21,4.955827057601261,5.332718793265369,4.532599493153256,5.043425116919247,5.073088308742806,4.672828834461906,-8.441558441558442
스리랑카,관광,2006,10,4,가을,0,22,5.099866427824199,4.955827057601261,4.867534450455582,4.962844630259907,5.14166355650266,4.689051669968793,14.788732394366196
스리랑카,관광,2006,11,4,가을,0,23,4.875197323201151,5.099866427824199,5.332718793265369,4.465908118654584,4.981320906427481,4.722212206419756,51.162790697674424
스리랑카,관광,2006,12,4,겨울,0,24,4.5217885770490405,4.875197323201151,4.955827057601261,4.110873864173311,4.859812404361672,4.74493212836325,51.66666666666667
스리랑카,관광,2007,1,1,겨울,0,25,3.912023005428146,4.5217885770490405,5.099866427824199,4.356708826689592,4.51085950651685,4.724433606814909,-36.36363636363637
스리랑카,관광,2007,2,1,겨울,0,26,4.553876891600541,3.912023005428146,4.875197323201151,3.9512437185814275,4.3694478524670215,4.755743044467466,84.31372549019608
스리랑카,관광,2007,3,1,봄,0,27,4.430816798843313,4.553876891600541,4.5217885770490405,4.6443908991413725,4.33510971488613,4.741302360312671,-19.41747572815534
스리랑카,관광,2007,4,2,봄,0,28,4.762173934797756,4.430816798843313,3.912023005428146,4.709530201312334,4.591747165655951,4.745656503621292,5.454545454545454
스리랑카,관광,2007,5,2,봄,0,29,4.804021044733257,4.762173934797756,4.553876891600541,4.330733340286331,4.679040034554547,4.778422967688837,61.33333333333333
스리랑카,관광,2007,6,2,여름,0,30,5.198497031265826,4.804021044733257,4.430816798843313,4.532599493153256,4.941642422609304,4.838264068155469,95.65217391304348
스리랑카,관광,2007,7,3,여름,0,31,5.62040086571715,5.198497031265826,4.762173934797756,4.867534450455582,5.262690188904886,4.930268459825294,113.17829457364341
스리랑카,관광,2007,8,3,여름,0,32,4.762173934797756,5.62040086571715,4.804021044733257,5.332718793265369,5.254017107651457,4.87456098846762,-43.689320388349515
스리랑카,관광,2007,9,3,가을,0,33,5.41610040220442,4.762173934797756,5.198497031265826,4.955827057601261,5.327876168789581,4.926045225795637,58.86524822695035
스리랑카,관광,2007,10,4,가을,0,34,4.962844630259907,5.41610040220442,5.62040086571715,5.099866427824199,5.085536602269373,4.913267443182465,-12.883435582822086
스리랑카,관광,2007,11,4,가을,0,35,4.543294782270004,4.962844630259907,4.762173934797756,4.875197323201151,5.0369526024136295,4.890349128221754,-28.46153846153846
스리랑카,관광,2007,12,4,겨울,0,36,4.624972813284271,4.543294782270004,5.41610040220442,4.5217885770490405,4.727387818712341,4.896595244718707,10.989010989010989
스리랑카,관광,2008,1,1,겨울,0,37,3.8918202981106265,4.624972813284271,4.962844630259907,3.912023005428146,4.402645921876617,4.8959723857761155,-2.0408163265306123
스리랑카,관광,2008,2,1,겨울,0,38,4.02535169073515,3.8918202981106265,4.543294782270004,4.553876891600541,4.23410650459726,4.871373226762748,-41.48936170212766
스리랑카,관광,2008,3,1,봄,0,39,3.912023005428146,4.02535169073515,4.624972813284271,4.430816798843313,3.9448128282511368,4.8494227005125365,-40.963855421686745
스리랑카,관광,2008,4,2,봄,0,40,4.836281906951478,3.912023005428146,3.8918202981106265,4.762173934797756,4.3481250829982,4.8552801855321155,7.758620689655173
스리랑카,관광,2008,5,2,봄,0,41,4.875197323201151,4.836281906951478,4.02535169073515,4.804021044733257,4.628235458919088,4.861103560125292,7.43801652892562
스리랑카,관광,2008,6,2,여름,0,42,5.099866427824199,4.875197323201151,3.912023005428146,5.198497031265826,4.944020545014272,4.850075229083814,-9.444444444444445
스리랑카,관광,2008,7,3,여름,0,43,5.117993812416755,5.099866427824199,4.836281906951478,5.62040086571715,5.0369526024136295,4.77631844218392,-39.63636363636363
스리랑카,관광,2008,8,3,여름,0,44,4.605170185988092,5.117993812416755,4.875197323201151,4.762173934797756,4.967495801435638,4.764308407326388,-14.655172413793101
스리랑카,관광,2008,9,3,가을,0,45,5.0106352940962555,4.605170185988092,5.099866427824199,5.41610040220442,4.9344739331306915,4.709530201312334,-33.482142857142854
스리랑카,관광,2008,10,4,가을,0,46,5.147494476813453,5.0106352940962555,5.117993812416755,4.962844630259907,4.946393025367902,4.731068352863466,20.422535211267608
스리랑카,관광,2008,11,4,가을,0,47,4.795790545596741,5.147494476813453,4.605170185988092,4.543294782270004,4.994957481377026,4.750712491278749,29.03225806451613
스리랑카,관광,2008,12,4,겨울,0,48,4.290459441148391,4.795790545596741,5.0106352940962555,4.624972813284271,4.804021044733257,4.7295977643631435,-28.71287128712871
스리랑카,관광,2009,1,1,겨울,0,49,3.828641396489095,4.290459441148391,5.147494476813453,3.8918202981106265,4.382026634673881,4.727387818712341,-6.25
스리랑카,관광,2009,2,1,겨울,0,50,3.871201010907891,3.828641396489095,4.795790545596741,4.02535169073515,4.019381523748645,4.721470641684252,-14.545454545454545
스리랑카,관광,2009,3,1,봄,0,51,4.653960350157523,3.871201010907891,4.290459441148391,3.912023005428146,4.194692536056382,4.76146143031446,112.24489795918366
스리랑카,관광,2009,4,2,봄,0,52,4.990432586778736,4.653960350157523,3.828641396489095,4.836281906951478,4.605170185988092,4.77631844218392,16.8
