국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,연월,계절_코드,월_sin,월_cos,분기_sin,분기_cos,연도_정규화,선형트렌드,제곱트렌드,입국자수_6개월전,입국자수_24개월전,증감률_1개월,증감률_3개월,증감률_12개월,국적_빈도,국적_로그빈도,목적_빈도,국적_평균입국자수,목적_평균입국자수,국적_인코딩,목적_인코딩,계절_인코딩,국적목적_조합,국적목적_빈도,계절목적_조합,월국적_상호작용,연도국적_상호작용,국적_평균,국적_표준편차,국적_최소,국적_최대,국적_중앙값,목적_평균,목적_표준편차,목적_최소,목적_최대,계절_평균,계절_표준편차,앙상블예측,RandomForest_예측,XGBoost_예측,GradientBoosting_예측,Ridge_예측,Lasso_예측
오스트레일리아,공용,2026,9,3,가을,0,261,69.66666666666667,66.18333333333334,62.7,37.0,58.555555555555564,38.97222222222223,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,45.5,,0.05184817663110892,0.10936682365253797,0.8596491228070177,48,3.8918202981106265,180,3468.059027777778,273.81898148148144,32,0,0,오스트레일리아_공용,12,가을_공용,432,97248,3468.059027777778,6322.503515646785,8.75,20359.666666666668,61.58333333333333,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,133,67,61,65,7520,3614
오스트레일리아,관광,2026,9,3,가을,0,261,15898.0,15103.099999999999,14308.2,9125.666666666666,11765.22222222222,10838.77777777778,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,13156.5,,0.05262809435848555,0.11110334609901316,0.742037983929876,48,3.8918202981106265,180,3468.059027777778,44945.81712962963,32,1,0,오스트레일리아_관광,12,가을_관광,432,97248,3468.059027777778,6322.503515646785,8.75,20359.666666666668,61.58333333333333,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,13733,13631,13324,14205,19535,13166
오스트레일리아,상용,2026,9,3,가을,0,261,72.66666666666667,69.03333333333333,65.4,53.0,65.55555555555556,66.25,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,73.0,,0.05188005711565931,0.10943775100401604,0.3641975308641976,48,3.8918202981106265,180,3468.059027777778,373.4101851851852,32,2,0,오스트레일리아_상용,12,가을_상용,432,97248,3468.059027777778,6322.503515646785,8.75,20359.666666666668,61.58333333333333,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,138,71,77,72,7533,3612
오스트레일리아,유학연수,2026,9,3,가을,0,261,9.666666666666666,9.183333333333332,8.7,8.666666666666666,48.11111111111111,27.222222222222218,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,10.75,,0.04746317512274969,0.09965635738831617,0.10344827586206898,48,3.8918202981106265,180,3468.059027777778,1424.4648148148149,32,3,0,오스트레일리아_유학연수,12,가을_유학연수,432,97248,3468.059027777778,6322.503515646785,8.75,20359.666666666668,61.58333333333333,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,91,17,46,42,7582,3630
러시아(연방),공용,2026,9,3,가을,0,261,16.333333333333332,15.516666666666664,14.7,14.666666666666666,17.333333333333332,11.444444444444443,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,9.5,,0.049445005045408774,0.10403397027600847,0.10638297872340423,48,3.8918202981106265,180,1874.1996527777776,273.81898148148144,9,0,0,러시아(연방)_공용,12,가을_공용,432,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,85,19,18,16,7452,3563
러시아(연방),관광,2026,9,3,가을,0,261,7829.0,7437.549999999999,7046.1,4020.0,8078.0,5719.027777777778,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,7526.25,,0.052624503431448436,0.11109534418413242,0.9472767968167123,48,3.8918202981106265,180,1874.1996527777776,44945.81712962963,9,1,0,러시아(연방)_관광,12,가을_관광,432,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,8151,8015,8040,8262,18955,12786
러시아(연방),상용,2026,9,3,가을,0,261,86.0,81.7,77.4,75.66666666666667,77.8888888888889,80.69444444444444,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,90.0,,0.05199516324062874,0.10969387755102032,0.13478260869565212,48,3.8918202981106265,180,1874.1996527777776,373.4101851851852,9,2,0,러시아(연방)_상용,12,가을_상용,432,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,150,82,87,86,7526,3621
러시아(연방),유학연수,2026,9,3,가을,0,261,216.66666666666666,205.83333333333331,195.0,177.33333333333334,397.6666666666667,217.72222222222226,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,224.0,,0.052377115229653555,0.11054421768707479,0.22056074766355127,48,3.8918202981106265,180,1874.1996527777776,1424.4648148148149,9,3,0,러시아(연방)_유학연수,12,가을_유학연수,432,97248,1874.1996527777776,3250.0297276663496,5.0,10342.25,94.875,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,361,256,373,415,8054,4125
캐나다,공용,2026,9,3,가을,0,261,26.0,24.7,23.400000000000002,17.0,26.222222222222225,26.444444444444443,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,45.5,,0.05058365758754867,0.10655737704918024,0.5,48,3.8918202981106265,180,3146.125,273.81898148148144,48,0,0,캐나다_공용,12,가을_공용,432,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,94,27,26,28,7503,3578
캐나다,관광,2026,9,3,가을,0,261,13713.333333333334,13027.666666666666,12342.0,7802.333333333333,12911.77777777778,10195.611111111111,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,13382.75,,0.05262753927237383,0.11110210915768727,0.7574967962409228,48,3.8918202981106265,180,3146.125,44945.81712962963,48,1,0,캐나다_관광,12,가을_관광,432,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,13340,13239,12906,13495,23374,17145
캐나다,상용,2026,9,3,가을,0,261,31.333333333333332,29.766666666666666,28.2,29.666666666666668,28.444444444444446,29.138888888888886,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,31.5,,0.05092091007583965,0.10730593607305934,0.054347826086956444,48,3.8918202981106265,180,3146.125,373.4101851851852,48,2,0,캐나다_상용,12,가을_상용,432,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,98,31,27,31,7508,3568
캐나다,유학연수,2026,9,3,가을,0,261,21.666666666666668,20.583333333333332,19.5,18.333333333333332,81.88888888888887,48.47222222222223,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,16.75,,0.05019305019305031,0.10569105691056917,0.1724137931034484,48,3.8918202981106265,180,3146.125,1424.4648148148149,48,3,0,캐나다_유학연수,12,가을_유학연수,432,97248,3146.125,5707.001325929473,13.5,17405.333333333332,33.16666666666667,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,112,33,83,77,7652,3680
인도네시아,공용,2026,9,3,가을,0,261,285.3333333333333,271.06666666666666,256.8,152.66666666666666,264.77777777777777,197.8888888888889,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,77.5,,0.052438127909825966,0.11068011378329443,0.8633405639913232,48,3.8918202981106265,180,3109.793402777778,273.81898148148144,42,0,0,인도네시아_공용,12,가을_공용,432,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,344,277,267,275,7953,3833
인도네시아,관광,2026,9,3,가을,0,261,9199.666666666666,8739.683333333332,8279.699999999999,5406.333333333333,8178.111111111112,9312.916666666666,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,11517.5,,0.05262555749836496,0.11109769302917233,0.701516459129577,48,3.8918202981106265,180,3109.793402777778,44945.81712962963,42,1,0,인도네시아_관광,12,가을_관광,432,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,8986,8946,8464,8975,17989,11512
인도네시아,상용,2026,9,3,가을,0,261,153.66666666666666,145.98333333333332,138.29999999999998,84.33333333333333,142.11111111111111,113.08333333333333,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,152.5,,0.052273500396870426,0.11031347212251742,0.8125,48,3.8918202981106265,180,3109.793402777778,373.4101851851852,42,2,0,인도네시아_상용,12,가을_상용,432,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,221,154,141,149,7860,3724
인도네시아,유학연수,2026,9,3,가을,0,261,276.3333333333333,262.51666666666665,248.7,201.0,588.7777777777778,301.0,0.1,202609,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,,261,68121,245.5,,0.05243185124280563,0.11066613269256438,0.37293729372937284,48,3.8918202981106265,180,3109.793402777778,1424.4648148148149,42,3,0,인도네시아_유학연수,12,가을_유학연수,432,97248,3109.793402777778,5382.022766140716,60.0,19254.0,207.33333333333334,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,526,426,523,543,8602,4451
중국,공용,2026,10,4,가을,0,262,328.0,311.59999999999997,295.2,135.66666666666666,259.1111111111111,179.75,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,256.0,,0.052463211772233,0.1107359891964889,1.4073170731707318,48,3.8918202981106265,180,46212.04861111112,273.81898148148144,44,0,0,중국_공용,12,가을_공용,480,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,371,309,276,283,7916,3921
중국,관광,2026,10,4,가을,0,262,171282.33333333334,162718.21666666667,154154.1,64708.666666666664,180741.0,132554.33333333334,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,201924.0,,0.0526312554970715,0.11111039033631281,1.6469512540630202,48,3.8918202981106265,180,46212.04861111112,44945.81712962963,44,1,0,중국_관광,12,가을_관광,480,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,177781,179909,145863,180048,211777,206864
중국,상용,2026,10,4,가을,0,262,2828.6666666666665,2687.233333333333,2545.7999999999997,1669.0,2581.4444444444443,2032.8055555555554,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,2520.5,,0.05261200044638985,0.11106748337783368,0.6944111776447105,48,3.8918202981106265,180,46212.04861111112,373.4101851851852,44,2,0,중국_상용,12,가을_상용,480,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,2834,2778,2671,2760,10267,6261
중국,유학연수,2026,10,4,가을,0,262,9183.0,8723.85,8264.7,5101.666666666667,20618.0,11631.166666666664,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,6577.5,,0.05262554657100118,0.11109766867899866,0.7998432192317741,48,3.8918202981106265,180,46212.04861111112,1424.4648148148149,44,3,0,중국_유학연수,12,가을_유학연수,480,97248,46212.04861111112,72909.78306073407,56.25,205420.25,3584.458333333333,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,17596,17470,16347,17385,37513,34050
일본,공용,2026,10,4,가을,0,262,131.0,124.44999999999999,117.9,71.66666666666667,142.44444444444443,117.8611111111111,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,110.75,,0.052212036667995315,0.11017661900756934,0.8165137614678898,48,3.8918202981106265,180,43674.144097222226,273.81898148148144,43,0,0,일본_공용,12,가을_공용,480,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,209,140,136,147,7880,3725
일본,관광,2026,10,4,가을,0,262,210661.66666666666,200128.5833333333,189595.5,104772.0,199706.1111111111,141509.0,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,150784.25,,0.052631315959867725,0.11111052507122578,1.0106579621340102,48,3.8918202981106265,180,43674.144097222226,44945.81712962963,43,1,0,일본_관광,12,가을_관광,480,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,197982,201111,151601,203595,214104,208076
일본,상용,2026,10,4,가을,0,262,1379.3333333333333,1310.3666666666666,1241.3999999999999,1052.6666666666667,1328.7777777777776,1147.3333333333333,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,949.75,,0.05259144404056839,0.11102167847177512,0.3100284720025307,48,3.8918202981106265,180,43674.144097222226,373.4101851851852,43,2,0,일본_상용,12,가을_상용,480,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,1450,1383,1404,1363,9073,4904
일본,유학연수,2026,10,4,가을,0,262,386.3333333333333,367.01666666666665,347.7,257.3333333333333,1548.888888888889,1025.0833333333333,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,263.75,,0.05248856482949141,0.11079246725934422,0.49935483870967745,48,3.8918202981106265,180,43674.144097222226,1424.4648148148149,43,3,0,일본_유학연수,12,가을_유학연수,480,97248,43674.144097222226,77578.9924823001,82.75,224785.0,1031.25,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,1382,1291,1323,1331,10171,6019
대만,공용,2026,10,4,가을,0,262,10.333333333333334,9.816666666666666,9.3,6.333333333333333,8.777777777777779,8.472222222222221,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,9.5,,0.04776579352850547,0.10032362459546924,0.5454545454545456,48,3.8918202981106265,180,19442.779513888887,273.81898148148144,5,0,0,대만_공용,12,가을_공용,480,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,76,12,9,8,7331,3479
대만,관광,2026,10,4,가을,0,262,79694.33333333333,75709.61666666665,71724.9,35587.666666666664,78438.22222222222,62128.333333333336,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,85999.0,,0.05263088377961975,0.11110956200386939,1.2393458591686493,48,3.8918202981106265,180,19442.779513888887,44945.81712962963,5,1,0,대만_관광,12,가을_관광,480,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,89401,88407,95015,91491,92742,86888
대만,상용,2026,10,4,가을,0,262,129.0,122.55,116.10000000000001,131.0,155.0,146.58333333333331,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,124.0,,0.05220558478348849,0.11016225448334749,-0.015151515151515152,48,3.8918202981106265,180,19442.779513888887,373.4101851851852,5,2,0,대만_상용,12,가을_상용,480,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,208,139,146,155,7505,3640
대만,유학연수,2026,10,4,가을,0,262,146.66666666666666,139.33333333333331,132.0,96.66666666666667,471.4444444444445,313.3333333333333,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,124.75,,0.05225653206650839,0.11027568922305757,0.5119453924914674,48,3.8918202981106265,180,19442.779513888887,1424.4648148148149,5,3,0,대만_유학연수,12,가을_유학연수,480,97248,19442.779513888887,33871.209868563164,5.0,85999.0,171.83333333333331,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,407,315,425,397,8092,4206
미국,공용,2026,10,4,가을,0,262,2262.0,2148.9,2035.8,1734.3333333333333,2535.6666666666665,2510.083333333333,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,2877.75,,0.05260709800455831,0.11105655930871959,0.30407222435651177,48,3.8918202981106265,180,17662.763888888887,273.81898148148144,14,0,0,미국_공용,12,가을_공용,480,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,2408,2309,2421,2405,10667,6437
미국,관광,2026,10,4,가을,0,262,89861.33333333333,85368.26666666666,80875.2,53775.666666666664,71833.55555555555,59016.333333333336,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,85464.75,,0.05263096243066395,0.11110973726922546,0.6710283270315502,48,3.8918202981106265,180,17662.763888888887,44945.81712962963,14,1,0,미국_관광,12,가을_관광,480,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,89408,87796,103638,91813,75391,68426
미국,상용,2026,10,4,가을,0,262,264.6666666666667,251.43333333333334,238.20000000000002,211.66666666666666,256.0,218.77777777777774,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,216.25,,0.05242308200184873,0.11064659977703456,0.249216300940439,48,3.8918202981106265,180,17662.763888888887,373.4101851851852,14,2,0,미국_상용,12,가을_상용,480,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,337,266,262,280,8108,3844
미국,유학연수,2026,10,4,가을,0,262,106.33333333333333,101.01666666666665,95.7,55.333333333333336,693.6666666666666,443.0833333333333,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,107.5,,0.0521156673746121,0.10996208204067555,0.9053254437869821,48,3.8918202981106265,180,17662.763888888887,1424.4648148148149,14,3,0,미국_유학연수,12,가을_유학연수,480,97248,17662.763888888887,30507.139956446303,106.33333333333333,91502.0,1885.7083333333335,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,647,568,594,571,9021,4748
홍콩,공용,2026,10,4,가을,0,262,2.3333333333333335,2.216666666666667,2.1,1.3333333333333333,1.7777777777777777,1.6666666666666667,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,2.0,,0.03626943005181348,0.07526881720430109,0.4285714285714287,48,3.8918202981106265,180,7774.140625,273.81898148148144,60,0,0,홍콩_공용,12,가을_공용,480,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,67,1,6,6,7292,3447
홍콩,관광,2026,10,4,가을,0,262,34611.333333333336,32880.76666666667,31150.200000000004,17282.333333333332,31231.333333333325,25439.69444444444,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,36039.0,,0.05262997831625021,0.11110754427865799,1.0026422372227581,48,3.8918202981106265,180,7774.140625,44945.81712962963,60,1,0,홍콩_관광,12,가을_관광,480,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,34181,33991,34944,34443,40985,34819
홍콩,상용,2026,10,4,가을,0,262,50.666666666666664,48.133333333333326,45.6,52.666666666666664,45.88888888888889,48.833333333333336,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,50.25,,0.051560379918588986,0.10872675250357645,-0.037267080745341616,48,3.8918202981106265,180,7774.140625,373.4101851851852,60,2,0,홍콩_상용,12,가을_상용,480,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,115,50,57,48,7342,3482
홍콩,유학연수,2026,10,4,가을,0,262,76.33333333333333,72.51666666666667,68.7,51.666666666666664,209.44444444444443,157.08333333333331,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,66.0,,0.051915665381999494,0.10951697752271629,0.46835443037974683,48,3.8918202981106265,180,7774.140625,1424.4648148148149,60,3,0,홍콩_유학연수,12,가을_유학연수,480,97248,7774.140625,13803.683275345851,1.25,42363.0,70.16666666666666,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,212,141,179,148,7655,3767
태국,공용,2026,10,4,가을,0,262,305.6666666666667,290.3833333333333,275.1,172.33333333333334,336.5555555555556,244.58333333333334,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,246.5,,0.05245095235371513,0.11070868042979594,0.7692307692307693,48,3.8918202981106265,180,5410.644097222222,273.81898148148144,52,0,0,태국_공용,12,가을_공용,480,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,385,310,334,346,7905,3853
태국,관광,2026,10,4,가을,0,262,36286.333333333336,34472.01666666667,32657.700000000004,24590.666666666668,20646.44444444444,19468.472222222223,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,31830.5,,0.052630052200247406,0.111107708920849,0.47559471365638767,48,3.8918202981106265,180,5410.644097222222,44945.81712962963,52,1,0,태국_관광,12,가을_관광,480,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,27829,27126,29594,31077,21805,14874
태국,상용,2026,10,4,가을,0,262,118.33333333333333,112.41666666666666,106.5,83.33333333333333,87.77777777777777,70.16666666666667,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,83.25,,0.05216752387950041,0.11007751937984492,0.41501976284584985,48,3.8918202981106265,180,5410.644097222222,373.4101851851852,52,2,0,태국_상용,12,가을_상용,480,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,172,109,95,100,7609,3538
태국,유학연수,2026,10,4,가을,0,262,50.666666666666664,48.133333333333326,45.6,36.0,217.88888888888883,153.27777777777774,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,53.25,,0.051560379918588986,0.10872675250357645,0.39639639639639634,48,3.8918202981106265,180,5410.644097222222,1424.4648148148149,52,3,0,태국_유학연수,12,가을_유학연수,480,97248,5410.644097222222,10043.429966232909,50.666666666666664,36286.333333333336,176.875,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,222,151,189,142,7915,3820
말레이시아,공용,2026,10,4,가을,0,262,9.666666666666666,9.183333333333332,8.7,6.0,10.333333333333334,7.583333333333333,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,9.0,,0.04746317512274969,0.09965635738831617,0.5238095238095237,48,3.8918202981106265,180,4232.541666666667,273.81898148148144,11,0,0,말레이시아_공용,12,가을_공용,480,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,77,12,11,10,7328,3464
말레이시아,관광,2026,10,4,가을,0,262,25447.666666666668,24175.283333333333,22902.9,14011.0,17086.555555555555,14060.77777777778,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,20552.75,,0.052629401955222026,0.1111062599237102,0.8162051574840614,48,3.8918202981106265,180,4232.541666666667,44945.81712962963,11,1,0,말레이시아_관광,12,가을_관광,480,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,19669,19566,19653,20196,22502,16040
말레이시아,상용,2026,10,4,가을,0,262,91.33333333333333,86.76666666666665,82.2,65.66666666666667,82.44444444444444,73.08333333333333,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,94.75,,0.052031902772502976,0.10977564102564093,0.38499999999999984,48,3.8918202981106265,180,4232.541666666667,373.4101851851852,11,2,0,말레이시아_상용,12,가을_상용,480,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,373.4101851851852,624.3789467077137,24.75,2828.6666666666665,12899.6,36031.19634332136,154,89,91,90,7412,3532
말레이시아,유학연수,2026,10,4,가을,0,262,36.666666666666664,34.83333333333333,33.0,26.333333333333332,287.5555555555555,161.36111111111111,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,37.5,,0.051162790697674494,0.1078431372549019,0.3780487804878048,48,3.8918202981106265,180,4232.541666666667,1424.4648148148149,11,3,0,말레이시아_유학연수,12,가을_유학연수,480,97248,4232.541666666667,7878.866471116315,5.25,26265.333333333332,82.66666666666666,1424.4648148148149,4236.256416933347,8.75,33336.0,12899.6,36031.19634332136,268,194,250,198,7846,3943
싱가포르,공용,2026,10,4,가을,0,262,14.666666666666666,13.933333333333332,13.2,12.0,14.555555555555555,11.555555555555557,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,10.25,,0.049107142857142926,0.10328638497652584,0.2051282051282051,48,3.8918202981106265,180,6122.14236111111,273.81898148148144,28,0,0,싱가포르_공용,12,가을_공용,480,97248,6122.14236111111,12378.40829217557,6.25,54384.333333333336,146.91666666666669,273.81898148148144,671.2705769271112,1.25,3532.0,12899.6,36031.19634332136,81,16,14,14,7338,3468
싱가포르,관광,2026,10,4,가을,0,262,31706.0,30120.699999999997,28535.4,18728.0,21422.777777777774,20464.11111111111,0.1,202610,3,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,,262,68644,24981.25,,0.05262983164960819,0.11110721744859192,0.6929360884190293,48,3.8918202981106265,180,6122.14236111111,44945.81712962963,28,1,0,싱가포르_관광,12,가을_관광,480,97248,6122.14236111111,12378.40829217557,6.25,54384.333333333336,146.91666666666669,44945.81712962963,54906.56830808382,3273.0,224785.0,12899.6,36031.19634332136,24125,23423,27168,26215,25188,18626
