국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,국적_encoded,목적_encoded,계절_encoded,예측_Prophet,예측_SARIMAX,예측_ExponentialSmoothing,예측_LightGBM,예측_GradientBoosting,예측_RandomForest,예측_LSTM_CPU,예측_GRU_CPU,예측_DenseNN_CPU,예측_LSTM_GPU,예측_GRU_GPU,예측_BiLSTM_GPU,예측_평균,최고모델_예측
노르웨이,관광,2021,6,2,여름,1,198,12,0.0,4.0,1.0,4.666666666666667,7.166666666666667,1100.0,3,1,3,7084.2174003681275,6303.9160112186,5807.266012162313,138.66030317979653,17.263209771356422,10.877875341358747,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3208.5171746548313,17.263209771356422
노르웨이,관광,2021,7,3,여름,1,199,7,12.0,2.0,2.0,6.333333333333333,7.583333333333333,250.0,3,1,3,7084.2174003681275,6303.9160112186,5807.266012162313,138.66030317979653,17.263209771356422,10.454289706922786,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3208.481875851962,17.263209771356422
노르웨이,관광,2021,8,3,여름,1,200,8,7.0,0.0,9.0,9.0,7.5,-11.11111111111111,3,1,3,7084.2174003681275,6303.9160112186,5807.266012162313,138.66030317979653,17.635213512083784,11.392956479518322,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3208.5910983947383,17.635213512083784
노르웨이,관광,2021,9,3,가을,1,201,27,8.0,12.0,8.0,14.0,9.083333333333334,237.5,3,1,0,7084.2174003681275,6303.9160112186,5807.266012162313,138.66030317979653,18.429055040097342,14.862212586171314,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3208.946356530961,18.429055040097342
노르웨이,관광,2021,10,4,가을,1,202,121,27.0,7.0,10.0,52.0,18.33333333333333,1110.0,3,1,0,7084.2174003681275,6303.9160112186,5807.266012162313,152.56443732105242,32.64168865988111,33.109941240374326,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3212.8100645655645,32.64168865988111
노르웨이,관광,2021,11,4,가을,1,203,77,121.0,8.0,15.0,75.0,23.5,413.33333333333337,3,1,0,7084.2174003681275,6303.9160112186,5807.266012162313,148.57413183022638,38.73708467625353,48.83926471169956,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3214.296265731971,38.73708467625353
노르웨이,관광,2021,12,4,겨울,1,204,32,77.0,27.0,8.0,76.66666666666667,25.5,300.0,3,1,1,7084.2174003681275,6303.9160112186,5807.266012162313,148.57413183022638,38.73708467625353,45.50319359622093,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3214.0182598056804,38.73708467625353
노르웨이,관광,2022,1,1,겨울,1,205,34,32.0,121.0,5.0,47.66666666666666,27.916666666666668,580.0,3,1,1,7084.2174003681275,6303.9160112186,5807.266012162313,140.9935169562036,32.02714112971378,38.617555294093776,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3212.253576745457,32.02714112971378
노르웨이,관광,2022,2,1,겨울,1,206,18,34.0,77.0,11.0,28.0,28.5,63.63636363636363,3,1,1,7084.2174003681275,6303.9160112186,5807.266012162313,138.66030317979653,22.78874508139775,33.87145149166697,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3210.8937672765273,22.78874508139775
노르웨이,관광,2022,3,1,봄,1,207,30,18.0,32.0,4.0,27.33333333333333,30.666666666666668,650.0,3,1,2,7084.2174003681275,6303.9160112186,5807.266012162313,138.66030317979653,19.83431770187782,33.44209388051656,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3210.611785193971,19.83431770187782
노르웨이,관광,2022,4,2,봄,1,208,216,30.0,34.0,2.0,88.0,48.5,10700.0,3,1,2,7084.2174003681275,6303.9160112186,5807.266012162313,152.56443732105242,57.82153224287554,78.5198991921626,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3218.6925480267964,57.82153224287554
노르웨이,관광,2022,5,2,봄,1,209,318,216.0,18.0,0.0,188.0,75.0,inf,3,1,2,7084.2174003681275,6303.9160112186,5807.266012162313,251.63307741382536,113.65347574565044,129.18285033932514,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3235.8228425886887,113.65347574565044
노르웨이,관광,2022,6,2,여름,1,210,417,318.0,30.0,12.0,317.0,108.75,3375.0,3,1,3,7084.2174003681275,6303.9160112186,5807.266012162313,354.95099789476905,219.46485949097433,245.0864025499941,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3262.9089139584335,219.46485949097433
노르웨이,관광,2022,7,3,여름,0,211,347,417.0,216.0,7.0,360.6666666666667,137.08333333333334,4857.142857142857,3,1,3,7084.2174003681275,6303.9160112186,5807.266012162313,381.04623610682023,250.66480645799814,256.4184747806483,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3268.627852075911,250.66480645799814
노르웨이,관광,2022,8,3,여름,0,212,372,347.0,318.0,8.0,378.6666666666667,167.41666666666666,4550.0,3,1,3,7084.2174003681275,6303.9160112186,5807.266012162313,385.54432954688855,244.40673601338418,266.76315077876995,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3269.3432436587086,244.40673601338418
노르웨이,관광,2022,9,3,가을,0,213,455,372.0,417.0,27.0,391.3333333333333,203.08333333333331,1585.1851851851852,3,1,0,7084.2174003681275,6303.9160112186,5807.266012162313,406.93918645125666,281.88582536847764,310.1711882782883,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3277.8667423052907,281.88582536847764
노르웨이,관광,2022,10,4,가을,0,214,628,455.0,347.0,121.0,485.0,245.33333333333331,419.00826446280985,3,1,0,7084.2174003681275,6303.9160112186,5807.266012162313,474.90209130042166,388.4257329199279,377.61075149026834,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3298.0286069396734,388.4257329199279
노르웨이,관광,2022,11,4,가을,0,215,466,628.0,372.0,77.0,516.3333333333334,277.75,505.1948051948052,3,1,0,7084.2174003681275,6303.9160112186,5807.266012162313,486.3036041036116,381.4787269355115,391.2390856001757,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3299.535510350397,381.4787269355115
노르웨이,관광,2022,12,4,겨울,0,216,429,466.0,455.0,32.0,507.6666666666667,310.8333333333333,1240.625,3,1,1,7084.2174003681275,6303.9160112186,5807.266012162313,486.3036041036116,375.3384359767062,371.3184985232165,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3297.363770514083,375.3384359767062
노르웨이,관광,2023,1,1,겨울,0,217,396,429.0,628.0,34.0,430.3333333333333,341.0,1064.7058823529412,3,1,1,7084.2174003681275,6303.9160112186,5807.266012162313,432.9127722241143,323.3258676899378,385.12862541288763,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3289.7309977410337,323.3258676899378
노르웨이,관광,2023,2,1,겨울,0,218,348,396.0,466.0,18.0,391.0,368.5,1833.3333333333333,3,1,1,7084.2174003681275,6303.9160112186,5807.266012162313,430.9510772103279,317.82350469048953,365.05996248642134,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3287.436604329392,317.82350469048953
노르웨이,관광,2023,3,1,봄,0,219,926,348.0,429.0,30.0,556.6666666666666,443.1666666666667,2986.6666666666665,3,1,2,7084.2174003681275,6303.9160112186,5807.266012162313,536.7087227372904,434.41221934814786,497.0040034752439,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3316.960804427179,434.41221934814786
노르웨이,관광,2023,4,2,봄,0,220,916,926.0,396.0,216.0,730.0,501.5,324.0740740740741,3,1,2,7084.2174003681275,6303.9160112186,5807.266012162313,777.2833638924236,625.0501038371613,585.4327255183068,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3360.2642417344464,625.0501038371613
노르웨이,관광,2023,5,2,봄,0,221,640,916.0,348.0,318.0,827.3333333333334,528.3333333333334,101.25786163522012,3,1,2,7084.2174003681275,6303.9160112186,5807.266012162313,867.1998484615652,745.4628778342518,684.1539965542289,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3386.0184525346253,745.4628778342518
노르웨이,관광,2023,6,2,여름,0,222,1082,640.0,926.0,417.0,879.3333333333334,583.75,159.47242206235012,3,1,3,7084.2174003681275,6303.9160112186,5807.266012162313,832.9800443229162,730.4287359015296,759.5943165403362,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3388.2006503608536,730.4287359015296
노르웨이,관광,2023,7,3,여름,0,223,1890,1082.0,916.0,347.0,1204.0,712.3333333333334,444.6685878962536,3,1,3,7084.2174003681275,6303.9160112186,5807.266012162313,1086.870304639336,974.2393040121543,936.2268229510187,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3444.395094930664,974.2393040121543
노르웨이,관광,2023,8,3,여름,0,224,540,1890.0,640.0,372.0,1170.6666666666667,726.3333333333334,45.16129032258064,3,1,3,7084.2174003681275,6303.9160112186,5807.266012162313,1547.0884970292125,1299.1176388252788,980.8583043289746,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3513.5390956457436,1299.1176388252788
노르웨이,관광,2023,9,3,가을,0,225,728,540.0,1082.0,455.0,1052.6666666666667,749.0833333333334,60.0,3,1,0,7084.2174003681275,6303.9160112186,5807.266012162313,851.8151150995529,754.020144018207,912.9005811666724,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3404.5117123208242,754.020144018207
노르웨이,관광,2023,10,4,가을,0,226,879,728.0,1890.0,628.0,715.6666666666666,770.0,39.96815286624204,3,1,0,7084.2174003681275,6303.9160112186,5807.266012162313,814.1490247641801,729.5276191498575,832.5215434145081,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3392.6335745745005,729.5276191498575
노르웨이,관광,2023,11,4,가을,0,227,646,879.0,540.0,466.0,751.0,785.0,38.62660944206009,3,1,0,7084.2174003681275,6303.9160112186,5807.266012162313,776.8060439685851,647.9112180129359,759.4584896915419,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3376.631704936544,647.9112180129359
노르웨이,관광,2023,12,4,겨울,0,228,424,646.0,728.0,429.0,649.6666666666666,784.5833333333334,-1.1655011655011656,3,1,1,7084.2174003681275,6303.9160112186,5807.266012162313,636.2502482476847,547.8472088637648,635.5160848701423,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3346.251520795588,547.8472088637648
노르웨이,상용,2020,1,1,겨울,0,181,29,22.0,24.0,66.0,26.0,28.08333333333333,-56.060606060606055,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,143.66427358184944,83.6232525864801,19.699450972565085,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3215.1993070588633,83.6232525864801
노르웨이,상용,2020,2,1,겨울,0,182,10,29.0,27.0,38.0,20.33333333333333,25.75,-73.68421052631578,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,69.11795492368137,11.702296205117943,22.63991161616725,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.2387391925363,11.702296205117943
노르웨이,상용,2020,3,1,봄,1,183,4,10.0,22.0,37.0,14.333333333333334,23.0,-89.1891891891892,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.783791139931783,13.452928119104849,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.443475383252,16.783791139931783
노르웨이,상용,2020,4,2,봄,1,184,5,4.0,29.0,29.0,6.333333333333333,21.0,-82.75862068965517,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,15.617945871190866,8.582327501065022,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.9404382260204,15.617945871190866
노르웨이,상용,2020,5,2,봄,1,185,4,5.0,10.0,19.0,4.333333333333333,19.75,-78.94736842105263,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.152952172880065,7.199906210813179,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.7031536436402,14.152952172880065
노르웨이,상용,2020,6,2,여름,1,186,1,4.0,4.0,27.0,3.333333333333333,17.583333333333332,-96.29629629629628,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.152952172880065,6.673481710631124,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.6592849352915,14.152952172880065
노르웨이,상용,2020,8,3,여름,1,188,9,0.0,4.0,36.0,3.333333333333333,13.75,-75.0,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.152952172880065,8.236573279709722,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.789542566048,14.152952172880065
노르웨이,상용,2020,9,3,가을,1,189,3,9.0,1.0,30.0,4.0,11.5,-90.0,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.152952172880065,5.511359784296678,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.5624414414306,14.152952172880065
노르웨이,상용,2020,10,4,가을,1,190,1,3.0,0.0,24.0,4.333333333333333,9.583333333333334,-95.83333333333334,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.152952172880065,4.614210805594023,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.4876790265384,14.152952172880065
노르웨이,상용,2020,11,4,가을,1,191,2,1.0,9.0,27.0,2.0,7.5,-92.5925925925926,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,13.688142035311706,4.295245297372874,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.4223643893893,13.688142035311706
노르웨이,상용,2020,12,4,겨울,1,192,1,2.0,3.0,22.0,1.3333333333333333,5.75,-95.45454545454544,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,13.688142035311706,3.790317811662285,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.3802870989134,13.688142035311706
노르웨이,상용,2021,1,1,겨울,1,193,7,1.0,1.0,29.0,3.333333333333333,3.9166666666666665,-75.86206896551724,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.152952172880065,4.675407068124181,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.4927787150827,14.152952172880065
노르웨이,상용,2021,2,1,겨울,1,194,2,7.0,2.0,10.0,3.333333333333333,3.25,-80.0,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,15.451758715258674,7.009956928246124,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.795558415291,15.451758715258674
노르웨이,상용,2021,3,1,봄,1,195,4,2.0,1.0,4.0,4.333333333333333,3.25,0.0,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.152952172880065,4.567099914273742,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.4837531189282,14.152952172880065
노르웨이,상용,2021,4,2,봄,1,196,2,4.0,7.0,5.0,2.6666666666666665,3.0,-60.0,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.152952172880065,3.9552973458373337,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.4327695715588,14.152952172880065
노르웨이,상용,2021,5,2,봄,1,197,3,2.0,2.0,4.0,3.0,2.9166666666666665,-25.0,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.152952172880065,3.9691488295817985,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.433923861871,14.152952172880065
노르웨이,상용,2021,6,2,여름,1,198,17,3.0,4.0,1.0,7.333333333333333,4.25,1600.0,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.386871280937443,6.070628641497928,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.628540438535,14.386871280937443
노르웨이,상용,2021,7,3,여름,1,199,7,17.0,2.0,0.0,9.0,4.833333333333333,inf,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.758875021664803,7.492533761964058,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.7780328436347,14.758875021664803
노르웨이,상용,2021,8,3,여름,1,200,9,7.0,3.0,9.0,11.0,4.833333333333333,0.0,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,15.325787278256719,8.744519564575915,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.9296076819014,15.325787278256719
노르웨이,상용,2021,9,3,가을,1,201,5,9.0,17.0,3.0,7.0,5.0,66.66666666666666,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.386871280937443,6.732437169032005,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.683691149163,14.386871280937443
노르웨이,상용,2021,10,4,가을,1,202,5,5.0,7.0,1.0,6.333333333333333,5.333333333333333,400.0,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.386871280937443,5.984858683442113,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.6213929420305,14.386871280937443
노르웨이,상용,2021,11,4,가을,1,203,3,5.0,9.0,2.0,4.333333333333333,5.416666666666667,50.0,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,13.688142035311706,5.372723798263882,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.5121542644633,13.688142035311706
노르웨이,상용,2021,12,4,겨울,1,204,4,3.0,5.0,1.0,4.0,5.666666666666667,300.0,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,13.688142035311706,6.1313910206535915,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.575376532996,13.688142035311706
노르웨이,상용,2022,1,1,겨울,1,205,15,4.0,5.0,7.0,7.333333333333333,6.333333333333333,114.28571428571428,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.386871280937443,6.612381215391134,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.6736864863597,14.386871280937443
노르웨이,상용,2022,2,1,겨울,1,206,4,15.0,3.0,2.0,7.666666666666667,6.5,100.0,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.758875021664803,7.290529327253189,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.7611991407416,14.758875021664803
노르웨이,상용,2022,3,1,봄,1,207,2,4.0,4.0,4.0,7.0,6.333333333333333,-50.0,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.386871280937443,6.0520839870912635,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.626995050668,14.386871280937443
노르웨이,상용,2022,4,2,봄,1,208,8,2.0,15.0,2.0,4.666666666666667,6.833333333333333,300.0,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.152952172880065,5.695405302728628,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.577778567966,14.152952172880065
노르웨이,상용,2022,5,2,봄,1,209,9,8.0,4.0,3.0,6.333333333333333,7.333333333333333,200.0,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.386871280937443,6.241877236307974,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.64281115477,14.386871280937443
노르웨이,상용,2022,6,2,여름,1,210,8,9.0,2.0,17.0,8.333333333333334,6.583333333333333,-52.94117647058824,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.758875021664803,8.005629590543275,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.8207908293493,14.758875021664803
노르웨이,상용,2022,7,3,여름,0,211,11,8.0,8.0,7.0,9.333333333333334,6.916666666666667,57.14285714285714,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.758875021664803,8.797208925324776,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.8867557739145,14.758875021664803
노르웨이,상용,2022,8,3,여름,0,212,9,11.0,9.0,9.0,9.333333333333334,6.916666666666667,0.0,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,14.758875021664803,7.9687071641944245,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.817713960487,14.758875021664803
노르웨이,상용,2022,9,3,가을,0,213,13,9.0,8.0,5.0,11.0,7.583333333333333,160.0,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,15.325787278256719,8.8218094839104,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3203.9360485085126,15.325787278256719
노르웨이,상용,2022,10,4,가을,0,214,15,13.0,11.0,5.0,12.333333333333334,8.416666666666666,200.0,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,15.325787278256719,10.105953857403314,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.0430605396373,15.325787278256719
노르웨이,상용,2022,11,4,가을,0,215,21,15.0,9.0,3.0,16.333333333333332,9.916666666666666,600.0,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,15.727854633196674,12.116225074728728,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.244088753993,15.727854633196674
노르웨이,상용,2022,12,4,겨울,0,216,6,21.0,13.0,4.0,14.0,10.083333333333334,50.0,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,15.087906412110005,11.35193335035607,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.127068758538,15.087906412110005
노르웨이,상용,2023,1,1,겨울,0,217,29,6.0,15.0,15.0,18.666666666666668,11.25,93.33333333333331,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.569205197056455,15.157253299320516,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.5676203196967,16.569205197056455
노르웨이,상용,2023,2,1,겨울,0,218,10,29.0,21.0,4.0,15.0,11.75,150.0,3,2,1,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,18.80611512458433,13.6794150429624,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.6308762922945,18.80611512458433
노르웨이,상용,2023,3,1,봄,0,219,20,10.0,6.0,2.0,19.666666666666668,13.25,900.0,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.569205197056455,15.122029595976906,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.5646850110847,16.569205197056455
노르웨이,상용,2023,4,2,봄,0,220,26,20.0,29.0,8.0,18.666666666666668,14.75,225.0,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.569205197056455,16.52938098538712,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.6819642935357,16.569205197056455
노르웨이,상용,2023,5,2,봄,0,221,20,26.0,10.0,9.0,22.0,15.666666666666666,122.22222222222224,3,2,2,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.957979211458845,18.46074698262823,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.875309294506,16.957979211458845
노르웨이,상용,2023,6,2,여름,0,222,21,20.0,20.0,8.0,22.33333333333333,16.75,162.5,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.569205197056455,18.18859491182595,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.820232120739,16.569205197056455
노르웨이,상용,2023,7,3,여름,0,223,16,21.0,26.0,11.0,19.0,17.166666666666668,45.45454545454545,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.957979211458845,19.145328149653043,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.932357725092,16.957979211458845
노르웨이,상용,2023,8,3,여름,0,224,26,16.0,20.0,9.0,21.0,18.58333333333333,188.88888888888889,3,2,3,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.569205197056455,19.10055144190476,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.896228498246,16.569205197056455
노르웨이,상용,2023,9,3,가을,0,225,13,26.0,21.0,13.0,18.33333333333333,18.58333333333333,0.0,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.957979211458845,18.625012141536008,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.8889980577483,16.957979211458845
노르웨이,상용,2023,10,4,가을,0,226,24,13.0,16.0,15.0,21.0,19.33333333333333,60.0,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.957979211458845,19.68963856634304,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3204.977716926482,16.957979211458845
노르웨이,상용,2023,11,4,가을,0,227,29,24.0,26.0,21.0,22.0,20.0,38.095238095238095,3,2,0,7084.2174003681275,6303.9160112186,5807.266012162313,87.68027777452232,16.493169073890485,21.33002977452389,2929.575785024155,2473.399456521739,2076.879679951691,4022.0501207729467,2951.8152173913045,4686.285024154589,3205.0756820157003,16.493169073890485
