국적,목적,연도,월,분기,계절,코로나기간,시계열순서,입국자수,입국자수_1개월전,입국자수_3개월전,입국자수_12개월전,입국자수_3개월평균,입국자수_12개월평균,전년동월대비증감률,국적_encoded,목적_encoded,계절_encoded,date,trend,lag_1,lag_3,lag_6,lag_12,ma_3,ma_6,ma_12,sin_month,cos_month,vs_lag12,vs_ma12,nat_mean,nat_std,pur_mean,pur_std,예측_LightGBM,예측_GradientBoosting,예측_RandomForest,예측_Weighted_Ensemble
베트남,상용,2020,10,4,가을,1,190,9,5.0,4.0,1226.0,5.666666666666667,324.1666666666667,-99.26590538336052,19,2,0,2020-10-01,189,5.0,4.0,5.0,1226.0,5.666666666666667,4.5,324.1666666666667,-0.8660254037844386,0.5000000000000001,0.007334963325183374,0.027678113787801127,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,870.099399340366,118.77978108423152,115.26703667836945,361.3998991161123
베트남,상용,2020,11,4,가을,1,191,32,9.0,3.0,1334.0,15.333333333333334,215.66666666666663,-97.60119940029983,19,2,0,2020-11-01,190,9.0,3.0,1.0,1334.0,15.333333333333334,9.666666666666666,215.66666666666666,-0.5000000000000004,0.8660254037844384,0.02397003745318352,0.1476923076923077,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,870.099399340366,110.80023773918941,105.4830401637882,355.40534855330526
베트남,상용,2021,1,1,겨울,1,193,1,0.0,9.0,747.0,11.0,58.833333333333336,-99.8661311914324,19,2,1,2021-01-01,191,32.0,5.0,5.0,1136.0,14.0,9.0,121.08333333333333,0.49999999999999994,0.8660254037844387,0.0008795074758135445,0.008191126279863481,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,835.6605664698878,118.77978108423152,95.57797613131339,343.63108683454476
베트남,상용,2021,2,1,겨울,1,194,5,1.0,32.0,626.0,2.0,7.083333333333333,-99.20127795527156,19,2,1,2021-02-01,192,1.0,9.0,4.0,747.0,12.666666666666666,9.166666666666666,59.25,0.8660254037844386,0.5000000000000001,0.0066844919786096255,0.08298755186721991,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,835.6605664698878,79.56377721069823,62.79534004978894,319.2948126993772
베트남,상용,2021,3,1,봄,1,195,5,5.0,0.0,15.0,3.6666666666666665,6.25,-66.66666666666666,19,2,2,2021-03-01,193,5.0,32.0,3.0,626.0,3.6666666666666665,9.5,7.5,1.0,6.123233995736766e-17,0.007974481658692184,0.5882352941176471,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,835.6605664698878,79.56547670452014,57.770961875412226,317.6127650806831
베트남,상용,2021,4,2,봄,1,196,19,5.0,1.0,5.0,9.666666666666666,7.416666666666667,280.0,19,2,2,2021-04-01,194,5.0,1.0,5.0,15.0,9.666666666666666,11.833333333333334,7.833333333333333,0.8660254037844387,-0.4999999999999998,1.1875,2.1509433962264155,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,60.203924018366536,19.643020893816185,282.6816523745941
베트남,상용,2021,5,2,봄,1,197,12,19.0,5.0,1.0,12.0,8.333333333333334,1100.0,19,2,2,2021-05-01,195,19.0,5.0,9.0,5.0,12.0,12.333333333333334,8.416666666666666,0.49999999999999994,-0.8660254037844387,2.0,1.2743362831858407,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,56.77263190385109,15.64658780441015,280.17452245736587
베트남,상용,2021,6,2,여름,1,198,3,12.0,5.0,5.0,11.333333333333334,8.166666666666666,-40.0,19,2,3,2021-06-01,196,12.0,5.0,32.0,1.0,11.333333333333334,7.5,8.583333333333334,1.2246467991473532e-16,-1.0,1.5,0.31304347826086953,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,15.551647208751046,15.227746541304635,265.993710573509
베트남,상용,2021,7,3,여름,1,199,5,3.0,19.0,4.0,6.666666666666667,8.25,25.0,19,2,3,2021-07-01,197,3.0,19.0,1.0,5.0,6.666666666666667,8.166666666666666,8.583333333333334,-0.4999999999999997,-0.8660254037844388,0.8333333333333334,0.5217391304347826,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,15.100149607753647,12.115577373678093,264.7976810002138
베트남,상용,2021,8,3,여름,1,200,9,5.0,12.0,3.0,5.666666666666667,8.75,200.0,19,2,3,2021-08-01,198,5.0,12.0,5.0,4.0,5.666666666666667,8.833333333333334,9.0,-0.8660254037844385,-0.5000000000000004,1.8,0.9,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,23.793268165126417,12.651121370496735,267.9380497626195
베트남,상용,2021,9,3,가을,1,201,3,9.0,3.0,5.0,5.666666666666667,8.583333333333334,-40.0,19,2,0,2021-09-01,199,9.0,3.0,5.0,3.0,5.666666666666667,8.5,9.0,-1.0,-1.8369701987210297e-16,0.75,0.3,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,15.100149607753647,12.333638228124524,264.8707079417202
베트남,상용,2021,10,4,가을,1,202,10,3.0,5.0,9.0,7.333333333333333,8.666666666666666,11.11111111111111,19,2,0,2021-10-01,200,3.0,5.0,19.0,5.0,7.333333333333333,7.0,9.416666666666666,-0.8660254037844386,0.5000000000000001,1.6666666666666667,0.9600000000000001,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,25.87223587330406,13.372435253508197,268.88774294288504
베트남,상용,2021,11,4,가을,1,203,14,10.0,9.0,32.0,9.0,7.166666666666667,-56.25,19,2,0,2021-11-01,201,10.0,9.0,12.0,9.0,9.0,7.333333333333333,9.833333333333334,-0.5000000000000004,0.8660254037844384,1.4,1.2923076923076922,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,56.903050135071474,13.643671926779911,279.5481835748603
베트남,상용,2021,12,4,겨울,1,204,11,14.0,3.0,0.0,11.666666666666666,8.083333333333334,inf,19,2,1,2021-12-01,202,14.0,3.0,3.0,32.0,11.666666666666666,8.666666666666666,8.083333333333334,-2.4492935982947064e-16,1.0,0.3333333333333333,1.2110091743119265,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,54.693146910229025,17.561535175402867,280.10751716459845
베트남,상용,2022,1,1,겨울,1,205,27,11.0,10.0,1.0,17.333333333333332,10.25,2600.0,19,2,1,2022-01-01,203,11.0,10.0,5.0,1.0,17.333333333333332,12.333333333333334,10.25,0.49999999999999994,0.8660254037844387,13.5,2.4,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,63.196989155721795,24.636594601324703,285.3734498784631
베트남,상용,2022,2,1,겨울,1,206,33,27.0,14.0,5.0,23.666666666666668,12.583333333333334,560.0,19,2,1,2022-02-01,204,27.0,14.0,9.0,5.0,23.666666666666668,16.333333333333332,12.583333333333334,0.8660254037844386,0.5000000000000001,5.5,2.429447852760736,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,64.33450772535875,30.318946592045123,287.663884385865
베트남,상용,2022,3,1,봄,1,207,66,33.0,11.0,5.0,42.0,17.666666666666668,1220.0,19,2,2,2022-03-01,205,33.0,11.0,3.0,5.0,42.0,26.833333333333332,17.666666666666668,1.0,6.123233995736766e-17,11.0,3.5357142857142856,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,76.48485540772735,52.75621795968081,299.3165661407873
베트남,상용,2022,4,2,봄,1,208,108,66.0,27.0,19.0,69.0,25.08333333333333,468.42105263157896,19,2,2,2022-04-01,206,66.0,27.0,10.0,19.0,69.0,43.166666666666664,25.083333333333332,0.8660254037844387,-0.4999999999999998,5.4,4.140575079872205,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,103.82955983558993,78.11549588625824,317.12325364907474
베트남,상용,2022,5,2,봄,1,209,241,108.0,33.0,12.0,138.33333333333334,44.16666666666666,1908.3333333333333,19,2,2,2022-05-01,207,108.0,33.0,14.0,12.0,138.33333333333334,81.0,44.166666666666664,0.49999999999999994,-0.8660254037844387,18.53846153846154,5.3357933579335795,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,787.6854759996638,151.33539059934873,175.85702988699072,366.0374258850086
베트남,상용,2022,6,2,여름,1,210,626,241.0,66.0,3.0,325.0,96.08333333333331,20766.666666666664,19,2,3,2022-06-01,208,241.0,66.0,11.0,3.0,325.0,183.5,96.08333333333333,1.2246467991473532e-16,-1.0,156.5,6.448068669527897,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,915.4447333835502,338.711466910276,415.5551312475104,551.5906296106591
베트남,상용,2022,7,3,여름,0,211,708,626.0,108.0,5.0,525.0,154.66666666666666,14060.0,19,2,3,2022-07-01,209,626.0,108.0,27.0,5.0,525.0,297.0,154.66666666666666,-0.4999999999999997,-0.8660254037844388,118.0,4.548179871520343,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1064.466297456414,495.0394594917478,531.5150706313531,692.0287936946243
베트남,상용,2022,8,3,여름,0,212,628,708.0,241.0,9.0,654.0,206.25,6877.777777777777,19,2,3,2022-08-01,210,708.0,241.0,33.0,9.0,654.0,396.1666666666667,206.25,-0.8660254037844385,-0.5000000000000004,62.8,3.0301568154402894,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1099.8090164067517,598.0454118413894,604.5975431130043,763.0574822342489
베트남,상용,2022,9,3,가을,0,213,698,628.0,626.0,3.0,678.0,264.1666666666667,23166.666666666664,19,2,0,2022-09-01,211,628.0,626.0,66.0,3.0,678.0,501.5,264.1666666666667,-1.0,-1.8369701987210297e-16,174.5,2.632306725329981,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1099.8090164067517,610.6695494215783,706.8005682773154,801.5844961538284
베트남,상용,2022,10,4,가을,0,214,864,698.0,708.0,10.0,730.0,335.3333333333333,8540.0,19,2,0,2022-10-01,212,698.0,708.0,108.0,10.0,730.0,627.5,335.3333333333333,-0.8660254037844386,0.5000000000000001,78.54545454545455,2.5688800792864224,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1099.8090164067517,668.3517657991265,725.1077688926862,827.3629513067949
베트남,상용,2022,11,4,가을,0,215,801,864.0,628.0,14.0,787.6666666666666,400.9166666666667,5621.428571428572,19,2,0,2022-11-01,213,864.0,628.0,241.0,14.0,787.6666666666666,720.8333333333334,400.9166666666667,-0.5000000000000004,0.8660254037844384,53.4,1.9929504457806344,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1187.3893041724807,668.9751229992082,755.1874407861635,866.0677547226414
베트남,상용,2022,12,4,겨울,0,216,491,801.0,698.0,11.0,718.6666666666666,440.9166666666667,4363.636363636363,19,2,1,2022-12-01,214,801.0,698.0,626.0,11.0,718.6666666666666,698.3333333333334,440.9166666666667,-2.4492935982947064e-16,1.0,40.916666666666664,1.1110692061097491,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1160.837114455593,638.2836756621786,679.3988809354775,821.6167754432499
베트남,상용,2023,1,1,겨울,0,217,278,491.0,864.0,27.0,523.3333333333334,461.8333333333333,929.6296296296296,19,2,1,2023-01-01,215,491.0,864.0,708.0,27.0,523.3333333333334,626.6666666666666,461.8333333333333,0.49999999999999994,0.8660254037844387,9.928571428571429,0.6006481814908174,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1079.1349074481834,350.37660402020236,452.86806467033784,621.1757884662585
베트남,상용,2023,2,1,겨울,0,218,456,278.0,801.0,33.0,408.3333333333333,497.0833333333333,1281.8181818181818,19,2,1,2023-02-01,216,278.0,801.0,628.0,33.0,408.3333333333333,598.0,497.0833333333333,0.8660254037844386,0.5000000000000001,13.411764705882353,0.9155094529027941,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,993.2271823568568,340.4095277491395,421.9228901114599,579.5412420364091
베트남,상용,2023,3,1,봄,0,219,557,456.0,491.0,66.0,430.3333333333333,538.0,743.939393939394,19,2,2,2023-03-01,217,456.0,491.0,698.0,66.0,430.3333333333333,574.5,538.0,1.0,6.123233995736766e-17,8.313432835820896,1.033395176252319,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,993.2271823568568,404.9085681555848,518.4205022588575,633.827000777196
베트남,상용,2023,4,2,봄,0,220,589,557.0,278.0,108.0,534.0,578.0833333333334,445.3703703703703,19,2,2,2023-04-01,218,557.0,278.0,864.0,108.0,534.0,528.6666666666666,578.0833333333334,0.8660254037844387,-0.4999999999999998,5.4036697247706424,1.0171247661534033,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1102.2929173967225,424.17274106768303,551.0787270538746,686.7165463421869
베트남,상용,2023,5,2,봄,0,221,565,589.0,456.0,241.0,570.3333333333334,605.0833333333334,134.43983402489627,19,2,2,2023-05-01,219,589.0,456.0,801.0,241.0,570.3333333333334,489.3333333333333,605.0833333333334,0.49999999999999994,-0.8660254037844387,2.334710743801653,0.9322150419359273,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1092.3533932028681,469.3401292211039,548.214006018526,697.9166409076443
베트남,상용,2023,6,2,여름,0,222,577,565.0,557.0,626.0,577.0,601.0,-7.827476038338658,19,2,3,2023-06-01,220,565.0,557.0,491.0,626.0,577.0,503.6666666666667,601.0,1.2246467991473532e-16,-1.0,0.9202551834130781,0.9584717607973422,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1162.4527168687453,507.4217313106933,540.9669424944094,731.2074783682654
베트남,상용,2023,7,3,여름,0,223,544,577.0,589.0,708.0,562.0,587.3333333333334,-23.16384180790961,19,2,3,2023-07-01,221,577.0,589.0,278.0,708.0,562.0,548.0,587.3333333333334,-0.4999999999999997,-0.8660254037844388,0.767277856135402,0.9246458923512747,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1127.1099979184075,494.870284291654,509.82038852948557,705.0331054649772
베트남,상용,2023,8,3,여름,0,224,424,544.0,565.0,628.0,515.0,570.3333333333334,-32.48407643312102,19,2,3,2023-08-01,222,544.0,565.0,456.0,628.0,515.0,542.6666666666666,570.3333333333334,-0.8660254037844385,-0.5000000000000004,0.6740858505564388,0.7421236872812135,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1087.541212368422,429.0582997623796,471.08068332020105,656.8031076598559
베트남,상용,2023,9,3,가을,0,225,395,424.0,577.0,698.0,454.3333333333333,545.0833333333334,-43.40974212034384,19,2,0,2023-09-01,223,424.0,577.0,557.0,698.0,454.3333333333333,515.6666666666666,545.0833333333334,-1.0,-1.8369701987210297e-16,0.5650929899856938,0.7233328246604608,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1068.2945964039832,395.41978222512967,439.04147880644575,628.3702316321005
베트남,상용,2023,10,4,가을,0,226,679,395.0,544.0,864.0,499.3333333333333,529.6666666666666,-21.41203703703704,19,2,0,2023-10-01,224,395.0,544.0,589.0,864.0,499.3333333333333,530.6666666666666,529.6666666666666,-0.8660254037844386,0.5000000000000001,0.784971098265896,1.2795226130653268,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1087.541212368422,532.4752968923003,580.3947549303911,728.6370982652886
베트남,상용,2023,11,4,가을,0,227,545,679.0,424.0,801.0,539.6666666666666,508.3333333333333,-31.960049937578027,19,2,0,2023-11-01,225,679.0,424.0,565.0,801.0,539.6666666666666,527.3333333333334,508.3333333333333,-0.5000000000000004,0.8660254037844384,0.6795511221945137,1.0700261780104712,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1127.1099979184075,506.6004118179188,557.724897954946,725.0714399745515
베트남,상용,2023,12,4,겨울,0,228,393,545.0,395.0,491.0,539.0,500.1666666666667,-19.95926680244399,19,2,1,2023-12-01,226,545.0,395.0,577.0,491.0,539.0,496.6666666666667,500.1666666666667,-2.4492935982947064e-16,1.0,0.7987804878048781,0.7841702693714665,2898.3802672147995,6763.337496066618,316.55936289910136,1182.603552534231,1111.1837056458908,414.85662127812463,430.5166322906513,646.0529646479105
베트남,유학연수,2020,1,1,겨울,0,181,3122,4005.0,1604.0,1667.0,3414.333333333333,3872.3333333333335,87.28254349130175,19,3,1,2020-01-01,180,4005.0,1604.0,3062.0,1667.0,3414.3333333333335,3596.0,3872.3333333333335,0.49999999999999994,0.8660254037844387,1.8717026378896882,0.8060240963855422,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,3307.9986720171146,3066.8101739873982,3103.069753517565,3157.2167494217324
베트남,유학연수,2020,2,1,겨울,0,182,9647,3122.0,3116.0,9324.0,5591.333333333333,3899.25,3.464178464178464,19,3,1,2020-02-01,181,3122.0,3116.0,4152.0,9324.0,5591.333333333333,4511.833333333333,3899.25,0.8660254037844386,0.5000000000000001,1.0345308310991956,2.4734311903083137,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,10511.709510805984,11529.02944228211,7616.405844973543,9888.609964462563
베트남,유학연수,2020,3,1,봄,1,183,2200,9647.0,4005.0,5394.0,4989.666666666667,3633.0833333333335,-59.21394141638858,19,3,2,2020-03-01,182,9647.0,4005.0,5577.0,5394.0,4989.666666666667,3949.0,3633.0833333333335,1.0,6.123233995736766e-17,0.4077849860982391,0.605379623472219,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,5093.597226794679,5870.818658713174,4896.861002374258,5292.4461414750185
베트남,유학연수,2020,4,2,봄,1,184,5334,2200.0,3122.0,1284.0,5727.0,3970.5833333333335,315.4205607476636,19,3,2,2020-04-01,183,2200.0,3122.0,1604.0,1284.0,5727.0,4570.666666666667,3970.5833333333335,0.8660254037844387,-0.4999999999999998,4.150972762645915,1.3430411884428963,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,4447.492553478088,4878.31439463161,4334.559342936855,4556.417072063578
베트남,유학연수,2020,5,2,봄,1,185,720,5334.0,9647.0,2338.0,2751.333333333333,3835.75,-69.20444824636441,19,3,2,2020-05-01,184,5334.0,9647.0,3116.0,2338.0,2751.3333333333335,4171.333333333333,3835.75,0.49999999999999994,-0.8660254037844387,0.30782385634886705,0.18765882582915228,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,3821.693220937894,1800.6248776510718,2908.6358718269453,2827.5080703503068
베트남,유학연수,2020,6,2,여름,1,186,582,720.0,2200.0,3490.0,2212.0,3593.4166666666665,-83.32378223495702,19,3,3,2020-06-01,185,720.0,2200.0,4005.0,3490.0,2212.0,3600.8333333333335,3593.4166666666665,1.2246467991473532e-16,-1.0,0.16671440847894586,0.16191778916374935,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1815.3662319977639,1105.6244150443765,2658.98349155349,1856.137581183998
베트남,유학연수,2020,7,3,여름,1,187,394,582.0,5334.0,3062.0,565.3333333333334,3371.083333333333,-87.13259307642063,19,3,3,2020-07-01,186,582.0,5334.0,3122.0,3062.0,565.3333333333334,3146.1666666666665,3371.0833333333335,-0.4999999999999997,-0.8660254037844388,0.128632060071825,0.1168417150623996,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1547.886768114431,490.28849897575896,1838.992747251035,1285.1406147632592
베트남,유학연수,2020,8,3,여름,1,188,1430,394.0,720.0,4152.0,802.0,3144.25,-65.5587668593449,19,3,3,2020-08-01,187,394.0,720.0,9647.0,4152.0,802.0,1776.6666666666667,3144.25,-0.8660254037844385,-0.5000000000000004,0.34432940043342164,0.4546538430967332,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,2019.9345670262524,1723.5998757832224,2340.5358148102614,2026.3650478970005
베트남,유학연수,2020,9,3,가을,1,189,789,1430.0,582.0,5577.0,871.0,2745.25,-85.85260892953201,19,3,0,2020-09-01,188,1430.0,582.0,2200.0,5577.0,871.0,1541.5,2745.25,-1.0,-1.8369701987210297e-16,0.14144854786661887,0.2873008648156577,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,2517.2785106522074,1084.5078796788926,2098.501041141509,1889.0078502969834
베트남,유학연수,2020,10,4,가을,1,190,263,789.0,394.0,1604.0,827.3333333333334,2633.5,-83.60349127182045,19,3,0,2020-10-01,189,789.0,394.0,5334.0,1604.0,827.3333333333334,696.3333333333334,2633.5,-0.8660254037844386,0.5000000000000001,0.16386292834890967,0.09982918959954451,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1823.5805979790182,1431.4164254620684,1673.7802402148352,1639.836019214735
베트남,유학연수,2020,11,4,가을,1,191,373,263.0,1430.0,3116.0,475.0,2404.9166666666665,-88.02952503209242,19,3,0,2020-11-01,190,263.0,1430.0,720.0,3116.0,475.0,638.5,2404.9166666666665,-0.5000000000000004,0.8660254037844384,0.11966634584536413,0.15503446364864398,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1102.7334292744613,370.5564218712092,880.4641975847162,778.9056075712316
베트남,유학연수,2020,12,4,겨울,1,192,1053,373.0,789.0,4005.0,563.0,2158.9166666666665,-73.70786516853933,19,3,1,2020-12-01,191,373.0,789.0,582.0,4005.0,563.0,717.0,2158.9166666666665,-2.4492935982947064e-16,1.0,0.26285571642536193,0.48751880859601066,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1161.5488307888857,644.0014862692512,959.1108917301899,917.4687518200476
베트남,유학연수,2021,1,1,겨울,1,193,482,1053.0,263.0,3122.0,636.0,1938.9166666666667,-84.56117873158232,19,3,1,2021-01-01,192,1053.0,263.0,394.0,3122.0,636.0,731.6666666666666,1938.9166666666667,0.49999999999999994,0.8660254037844387,0.154338776817163,0.2484642811117316,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1444.7264764311576,832.9108784527542,876.5136681270062,1046.041825444987
베트남,유학연수,2021,2,1,겨울,1,194,1250,482.0,373.0,9647.0,928.3333333333334,1239.1666666666667,-87.04260391831657,19,3,1,2021-02-01,193,482.0,373.0,1430.0,9647.0,928.3333333333334,701.6666666666666,1239.1666666666667,0.8660254037844386,0.5000000000000001,0.12956053067993367,1.0079290417954576,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1766.4714805951228,1395.6332343847935,2176.515396776056,1777.4785032645968
베트남,유학연수,2021,3,1,봄,1,195,1407,1250.0,1053.0,2200.0,1046.3333333333333,1173.0833333333333,-36.04545454545455,19,3,2,2021-03-01,194,1250.0,1053.0,789.0,2200.0,1046.3333333333333,804.6666666666666,1173.0833333333333,1.0,6.123233995736766e-17,0.6392548841435711,1.1983817162325219,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1506.8340183418627,1322.0025564795742,1207.0365751614856,1343.4774728054495
베트남,유학연수,2021,4,2,봄,1,196,596,1407.0,482.0,5334.0,1084.3333333333333,778.25,-88.82639670041245,19,3,2,2021-04-01,195,1407.0,482.0,263.0,5334.0,1084.3333333333333,860.1666666666666,778.25,0.8660254037844387,-0.4999999999999998,0.11171508903467667,0.7648379852422201,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1970.652968019413,1275.8191561282977,1537.8098336563453,1589.0252350395858
베트남,유학연수,2021,5,2,봄,1,197,985,596.0,1250.0,720.0,996.0,800.3333333333334,36.80555555555556,19,3,2,2021-05-01,196,596.0,1250.0,373.0,720.0,996.0,962.1666666666666,800.3333333333334,0.49999999999999994,-0.8660254037844387,1.3661581137309293,1.2292013311148087,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1239.3623347222044,791.1325283245882,924.2167517161707,981.1480058709419
베트남,유학연수,2021,6,2,여름,1,198,756,985.0,1407.0,582.0,779.0,814.8333333333334,29.89690721649485,19,3,3,2021-06-01,197,985.0,1407.0,1053.0,582.0,779.0,912.6666666666666,814.8333333333334,1.2246467991473532e-16,-1.0,1.2967409948542024,0.9266598569969356,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1330.7368933408466,747.6341217423147,885.1913860992428,982.9126604067728
베트남,유학연수,2021,7,3,여름,1,199,271,756.0,596.0,394.0,670.6666666666666,804.5833333333334,-31.218274111675125,19,3,3,2021-07-01,198,756.0,596.0,482.0,394.0,670.6666666666666,877.5,804.5833333333334,-0.4999999999999997,-0.8660254037844388,0.6860759493670886,0.3364021930278266,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1174.0556002102778,533.3610094247358,598.2030491200173,762.9757970316456
베트남,유학연수,2021,8,3,여름,1,200,837,271.0,985.0,1430.0,621.3333333333334,755.1666666666666,-41.46853146853147,19,3,3,2021-08-01,199,271.0,985.0,1250.0,1430.0,621.3333333333334,808.6666666666666,755.1666666666666,-0.8660254037844385,-0.5000000000000004,0.5849056603773585,1.1068988318271986,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1317.199450880828,818.6537477196308,1026.184593130677,1049.9278989139161
베트남,유학연수,2021,9,3,가을,1,201,913,837.0,756.0,789.0,673.6666666666666,765.5,15.716096324461343,19,3,0,2021-09-01,200,837.0,756.0,1407.0,789.0,673.6666666666666,726.3333333333334,765.5,-1.0,-1.8369701987210297e-16,1.1556962025316455,1.1911285061969994,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1329.1201060674218,869.8538599732764,983.286738578947,1056.869475992176
베트남,유학연수,2021,10,4,가을,1,202,348,913.0,271.0,263.0,699.3333333333334,772.5833333333334,32.31939163498099,19,3,0,2021-10-01,201,913.0,271.0,596.0,263.0,699.3333333333334,685.0,772.5833333333334,-0.8660254037844386,0.5000000000000001,1.3181818181818181,0.4498545728751481,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1215.2763999189349,524.9490274381079,515.3459657549686,745.7381046518699
베트남,유학연수,2021,11,4,가을,1,203,498,348.0,837.0,373.0,586.3333333333334,783.0,33.51206434316354,19,3,0,2021-11-01,202,348.0,837.0,985.0,373.0,586.3333333333334,603.8333333333334,783.0,-0.5000000000000004,0.8660254037844384,1.3315508021390374,0.6352040816326531,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1208.400000859578,461.0512973770964,556.4512408150491,735.5080048760383
베트남,유학연수,2021,12,4,겨울,1,204,1612,498.0,913.0,1053.0,819.3333333333334,829.5833333333334,53.086419753086425,19,3,1,2021-12-01,203,498.0,913.0,756.0,1053.0,819.3333333333334,746.5,829.5833333333334,-2.4492935982947064e-16,1.0,1.5294117647058822,1.9408046553626968,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1183.3026138899993,938.0554788821888,1128.209320549339,1081.317077718406
베트남,유학연수,2022,1,1,겨울,1,205,503,1612.0,348.0,482.0,871.0,831.3333333333334,4.356846473029045,19,3,1,2022-01-01,204,1612.0,348.0,271.0,482.0,871.0,785.1666666666666,831.3333333333334,0.49999999999999994,0.8660254037844387,1.041407867494824,0.6043251902282739,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1712.4125217404128,1237.4335301173005,600.2912365957272,1178.1858069591244
베트남,유학연수,2022,2,1,겨울,1,206,2797,503.0,498.0,1250.0,1637.3333333333333,960.25,123.76,19,3,1,2022-02-01,205,503.0,498.0,837.0,1250.0,1637.3333333333333,1111.8333333333333,960.25,0.8660254037844386,0.5000000000000001,2.2358113509192648,2.9097529258777635,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,1385.6146733197982,1693.020064360641,1666.7030670119732,1584.4563942634798
베트남,유학연수,2022,3,1,봄,1,207,2865,2797.0,1612.0,1407.0,2055.0,1081.75,103.62473347547972,19,3,2,2022-03-01,206,2797.0,1612.0,913.0,1407.0,2055.0,1437.1666666666667,1081.75,1.0,6.123233995736766e-17,2.0348011363636362,2.6460401754791043,2898.3802672147995,6763.337496066618,296.23387096774195,1977.5538529641142,2269.386060421763,3303.7664290637445,2248.1062677041587,2614.586577329802
