국적,목적,년,월,입국자수
방글라데시,상용,2021,12,12.0
방글라데시,공용,2021,12,0.0
방글라데시,유학연수,2021,12,56.0
방글라데시,기타,2021,12,382.0
중  국,관광,2021,12,2151.0
중  국,상용,2021,12,283.0
중  국,공용,2021,12,5.0
중  국,유학연수,2021,12,848.0
중  국,기타,2021,12,8404.0
대  만,관광,2021,12,58.0
대  만,상용,2021,12,31.0
대  만,공용,2021,12,3.0
대  만,유학연수,2021,12,16.0
대  만,기타,2021,12,182.0
필리핀,관광,2021,12,3287.0
필리핀,상용,2021,12,2.0
필리핀,공용,2021,12,21.0
필리핀,유학연수,2021,12,3.0
필리핀,기타,2021,12,7828.0
홍  콩,관광,2021,12,37.0
홍  콩,상용,2021,12,24.0
홍  콩,공용,2021,12,1.0
홍  콩,유학연수,2021,12,22.0
홍  콩,기타,2021,12,29.0
태  국,관광,2021,12,214.0
태  국,상용,2021,12,18.0
태  국,공용,2021,12,12.0
태  국,유학연수,2021,12,37.0
태  국,기타,2021,12,523.0
말레이시아,관광,2021,12,169.0
말레이시아,상용,2021,12,14.0
말레이시아,공용,2021,12,4.0
말레이시아,유학연수,2021,12,9.0
말레이시아,기타,2021,12,255.0
싱가포르,관광,2021,12,3217.0
싱가포르,상용,2021,12,81.0
싱가포르,공용,2021,12,2.0
싱가포르,유학연수,2021,12,5.0
싱가포르,기타,2021,12,371.0
인도네시아,관광,2021,12,1794.0
인도네시아,상용,2021,12,6.0
인도네시아,공용,2021,12,21.0
인도네시아,유학연수,2021,12,120.0
인도네시아,기타,2021,12,3125.0
우즈베키스탄,관광,2021,12,21.0
우즈베키스탄,상용,2021,12,95.0
우즈베키스탄,공용,2021,12,71.0
우즈베키스탄,유학연수,2021,12,30.0
우즈베키스탄,기타,2021,12,706.0
터  키,관광,2021,12,56.0
터  키,상용,2021,12,12.0
터  키,공용,2021,12,2.0
터  키,유학연수,2021,12,23.0
터  키,기타,2021,12,322.0
이스라엘,관광,2021,12,16.0
이스라엘,상용,2021,12,36.0
이스라엘,공용,2021,12,0.0
이스라엘,유학연수,2021,12,0.0
이스라엘,기타,2021,12,38.0
이  란,관광,2021,12,4.0
이  란,상용,2021,12,0.0
이  란,공용,2021,12,0.0
이  란,유학연수,2021,12,20.0
이  란,기타,2021,12,19.0
카자흐스탄,관광,2021,12,73.0
카자흐스탄,상용,2021,12,0.0
카자흐스탄,공용,2021,12,0.0
카자흐스탄,유학연수,2021,12,4.0
카자흐스탄,기타,2021,12,188.0
요르단,관광,2021,12,4.0
요르단,상용,2021,12,25.0
요르단,공용,2021,12,0.0
요르단,유학연수,2021,12,1.0
요르단,기타,2021,12,16.0
사우디아라비아,관광,2021,12,5.0
사우디아라비아,상용,2021,12,38.0
사우디아라비아,공용,2021,12,4.0
사우디아라비아,유학연수,2021,12,12.0
사우디아라비아,기타,2021,12,117.0
이라크,관광,2021,12,1.0
이라크,상용,2021,12,54.0
이라크,공용,2021,12,1.0
이라크,유학연수,2021,12,2.0
이라크,기타,2021,12,3.0
미  국,관광,2021,12,5750.0
미  국,상용,2021,12,69.0
미  국,공용,2021,12,1422.0
미  국,유학연수,2021,12,37.0
미  국,기타,2021,12,9527.0
에콰도르,관광,2021,12,2.0
에콰도르,상용,2021,12,0.0
에콰도르,공용,2021,12,0.0
에콰도르,유학연수,2021,12,2.0
에콰도르,기타,2021,12,9.0
쿠  바,관광,2021,12,3.0
쿠  바,상용,2021,12,0.0
쿠  바,공용,2021,12,0.0
쿠  바,유학연수,2021,12,0.0
쿠  바,기타,2021,12,0.0
캐나다,관광,2021,12,401.0
캐나다,상용,2021,12,19.0
캐나다,공용,2021,12,2.0
캐나다,유학연수,2021,12,8.0
캐나다,기타,2021,12,3555.0
브라질,관광,2021,12,6.0
브라질,상용,2021,12,10.0
브라질,공용,2021,12,4.0
브라질,유학연수,2021,12,11.0
브라질,기타,2021,12,123.0
멕시코,관광,2021,12,54.0
멕시코,상용,2021,12,0.0
멕시코,공용,2021,12,2.0
멕시코,유학연수,2021,12,5.0
멕시코,기타,2021,12,169.0
칠  레,관광,2021,12,7.0
칠  레,상용,2021,12,2.0
칠  레,공용,2021,12,0.0
칠  레,유학연수,2021,12,3.0
칠  레,기타,2021,12,9.0
아르헨티나,관광,2021,12,2.0
아르헨티나,상용,2021,12,0.0
아르헨티나,공용,2021,12,0.0
아르헨티나,유학연수,2021,12,0.0
아르헨티나,기타,2021,12,23.0
콜롬비아,관광,2021,12,8.0
콜롬비아,상용,2021,12,0.0
콜롬비아,공용,2021,12,4.0
콜롬비아,유학연수,2021,12,2.0
콜롬비아,기타,2021,12,23.0
페  루,관광,2021,12,5.0
페  루,상용,2021,12,3.0
페  루,공용,2021,12,0.0
페  루,유학연수,2021,12,1.0
페  루,기타,2021,12,7.0
베네수엘라,관광,2021,12,15.0
베네수엘라,상용,2021,12,0.0
베네수엘라,공용,2021,12,0.0
베네수엘라,유학연수,2021,12,0.0
베네수엘라,기타,2021,12,15.0
러시아(연방),관광,2021,12,359.0
러시아(연방),상용,2021,12,79.0
러시아(연방),공용,2021,12,4.0
러시아(연방),유학연수,2021,12,64.0
러시아(연방),기타,2021,12,2534.0
폴란드,관광,2021,12,58.0
폴란드,상용,2021,12,5.0
폴란드,공용,2021,12,0.0
폴란드,유학연수,2021,12,2.0
폴란드,기타,2021,12,228.0
덴마크,관광,2021,12,48.0
덴마크,상용,2021,12,3.0
덴마크,공용,2021,12,0.0
덴마크,유학연수,2021,12,0.0
덴마크,기타,2021,12,56.0
그리스,관광,2021,12,214.0
그리스,상용,2021,12,7.0
그리스,공용,2021,12,0.0
그리스,유학연수,2021,12,0.0
그리스,기타,2021,12,209.0
스위스,관광,2021,12,74.0
스위스,상용,2021,12,1.0
스위스,공용,2021,12,1.0
스위스,유학연수,2021,12,1.0
스위스,기타,2021,12,21.0
노르웨이,관광,2021,12,32.0
노르웨이,상용,2021,12,4.0
노르웨이,공용,2021,12,0.0
노르웨이,유학연수,2021,12,1.0
노르웨이,기타,2021,12,22.0
스페인,관광,2021,12,93.0
스페인,상용,2021,12,4.0
스페인,공용,2021,12,3.0
스페인,유학연수,2021,12,7.0
스페인,기타,2021,12,96.0
루마니아,관광,2021,12,145.0
루마니아,상용,2021,12,3.0
루마니아,공용,2021,12,3.0
루마니아,유학연수,2021,12,3.0
루마니아,기타,2021,12,206.0
벨기에,관광,2021,12,36.0
벨기에,상용,2021,12,1.0
벨기에,공용,2021,12,0.0
벨기에,유학연수,2021,12,1.0
벨기에,기타,2021,12,122.0
독  일,관광,2021,12,416.0
독  일,상용,2021,12,23.0
독  일,공용,2021,12,15.0
독  일,유학연수,2021,12,14.0
독  일,기타,2021,12,1354.0
영  국,관광,2021,12,428.0
영  국,상용,2021,12,17.0
영  국,공용,2021,12,7.0
영  국,유학연수,2021,12,4.0
영  국,기타,2021,12,433.0
프랑스,관광,2021,12,323.0
프랑스,상용,2021,12,42.0
프랑스,공용,2021,12,15.0
프랑스,유학연수,2021,12,45.0
프랑스,기타,2021,12,811.0
네덜란드,관광,2021,12,116.0
네덜란드,상용,2021,12,4.0
네덜란드,공용,2021,12,3.0
네덜란드,유학연수,2021,12,4.0
네덜란드,기타,2021,12,809.0
우크라이나,관광,2021,12,282.0
우크라이나,상용,2021,12,3.0
우크라이나,공용,2021,12,0.0
우크라이나,유학연수,2021,12,7.0
우크라이나,기타,2021,12,804.0
이탈리아,관광,2021,12,97.0
이탈리아,상용,2021,12,6.0
이탈리아,공용,2021,12,4.0
이탈리아,유학연수,2021,12,6.0
이탈리아,기타,2021,12,173.0
불가리아,관광,2021,12,28.0
불가리아,상용,2021,12,1.0
불가리아,공용,2021,12,0.0
불가리아,유학연수,2021,12,0.0
불가리아,기타,2021,12,127.0
스웨덴,관광,2021,12,76.0
스웨덴,상용,2021,12,2.0
스웨덴,공용,2021,12,2.0
스웨덴,유학연수,2021,12,5.0
스웨덴,기타,2021,12,46.0
오스트레일리아,관광,2021,12,324.0
오스트레일리아,상용,2021,12,26.0
오스트레일리아,공용,2021,12,1.0
오스트레일리아,유학연수,2021,12,4.0
오스트레일리아,기타,2021,12,328.0
뉴질랜드,관광,2021,12,51.0
뉴질랜드,상용,2021,12,5.0
뉴질랜드,공용,2021,12,0.0
뉴질랜드,유학연수,2021,12,1.0
뉴질랜드,기타,2021,12,177.0
키리바시,관광,2021,12,0.0
키리바시,상용,2021,12,0.0
키리바시,공용,2021,12,0.0
키리바시,유학연수,2021,12,0.0
키리바시,기타,2021,12,0.0
피  지,관광,2021,12,0.0
피  지,상용,2021,12,0.0
피  지,공용,2021,12,0.0
피  지,유학연수,2021,12,0.0
피  지,기타,2021,12,2.0
남아프리카 공화국,관광,2021,12,4.0
남아프리카 공화국,상용,2021,12,0.0
남아프리카 공화국,공용,2021,12,1.0
남아프리카 공화국,유학연수,2021,12,0.0
남아프리카 공화국,기타,2021,12,98.0
나이지리아,관광,2021,12,12.0
나이지리아,상용,2021,12,6.0
나이지리아,공용,2021,12,0.0
나이지리아,유학연수,2021,12,1.0
나이지리아,기타,2021,12,7.0
이집트,관광,2021,12,11.0
이집트,상용,2021,12,27.0
이집트,공용,2021,12,0.0
이집트,유학연수,2021,12,5.0
이집트,기타,2021,12,176.0
일  본,관광,2022,1,103.0
일  본,상용,2022,1,336.0
일  본,공용,2022,1,17.0
일  본,유학연수,2022,1,140.0
일  본,기타,2022,1,566.0
인  도,관광,2022,1,977.0
인  도,상용,2022,1,133.0
인  도,공용,2022,1,21.0
인  도,유학연수,2022,1,56.0
인  도,기타,2022,1,1684.0
베트남,관광,2022,1,615.0
베트남,상용,2022,1,27.0
베트남,공용,2022,1,2.0
베트남,유학연수,2022,1,503.0
베트남,기타,2022,1,1171.0
미얀마,관광,2022,1,1460.0
미얀마,상용,2022,1,1.0
미얀마,공용,2022,1,1.0
미얀마,유학연수,2022,1,36.0
미얀마,기타,2022,1,3717.0
몽  골,관광,2022,1,162.0
몽  골,상용,2022,1,6.0
몽  골,공용,2022,1,42.0
몽  골,유학연수,2022,1,182.0
몽  골,기타,2022,1,236.0
스리랑카,관광,2022,1,24.0
스리랑카,상용,2022,1,0.0
스리랑카,공용,2022,1,1.0
스리랑카,유학연수,2022,1,11.0
스리랑카,기타,2022,1,715.0
파키스탄,관광,2022,1,3.0
파키스탄,상용,2022,1,20.0
파키스탄,공용,2022,1,4.0
파키스탄,유학연수,2022,1,51.0
파키스탄,기타,2022,1,285.0
방글라데시,관광,2022,1,147.0
방글라데시,상용,2022,1,9.0
방글라데시,공용,2022,1,32.0
방글라데시,유학연수,2022,1,55.0
방글라데시,기타,2022,1,477.0
중  국,관광,2022,1,1641.0
중  국,상용,2022,1,170.0
중  국,공용,2022,1,8.0
중  국,유학연수,2022,1,264.0
중  국,기타,2022,1,7406.0
대  만,관광,2022,1,64.0
대  만,상용,2022,1,35.0
대  만,공용,2022,1,6.0
대  만,유학연수,2022,1,19.0
대  만,기타,2022,1,185.0
필리핀,관광,2022,1,2370.0
필리핀,상용,2022,1,13.0
필리핀,공용,2022,1,37.0
필리핀,유학연수,2022,1,12.0
필리핀,기타,2022,1,6931.0
홍  콩,관광,2022,1,18.0
홍  콩,상용,2022,1,14.0
홍  콩,공용,2022,1,0.0
홍  콩,유학연수,2022,1,11.0
홍  콩,기타,2022,1,33.0
태  국,관광,2022,1,173.0
태  국,상용,2022,1,16.0
태  국,공용,2022,1,22.0
태  국,유학연수,2022,1,34.0
태  국,기타,2022,1,863.0
말레이시아,관광,2022,1,131.0
말레이시아,상용,2022,1,24.0
말레이시아,공용,2022,1,1.0
말레이시아,유학연수,2022,1,28.0
말레이시아,기타,2022,1,373.0
싱가포르,관광,2022,1,993.0
싱가포르,상용,2022,1,53.0
싱가포르,공용,2022,1,7.0
싱가포르,유학연수,2022,1,5.0
싱가포르,기타,2022,1,287.0
인도네시아,관광,2022,1,1294.0
인도네시아,상용,2022,1,1.0
인도네시아,공용,2022,1,1.0
인도네시아,유학연수,2022,1,70.0
인도네시아,기타,2022,1,3184.0
우즈베키스탄,관광,2022,1,21.0
우즈베키스탄,상용,2022,1,84.0
우즈베키스탄,공용,2022,1,7.0
우즈베키스탄,유학연수,2022,1,262.0
우즈베키스탄,기타,2022,1,629.0
터  키,관광,2022,1,79.0
터  키,상용,2022,1,10.0
터  키,공용,2022,1,5.0
터  키,유학연수,2022,1,15.0
터  키,기타,2022,1,389.0
이스라엘,관광,2022,1,7.0
이스라엘,상용,2022,1,13.0
이스라엘,공용,2022,1,0.0
이스라엘,유학연수,2022,1,8.0
이스라엘,기타,2022,1,82.0
이  란,관광,2022,1,12.0
이  란,상용,2022,1,1.0
이  란,공용,2022,1,0.0
이  란,유학연수,2022,1,20.0
이  란,기타,2022,1,28.0
카자흐스탄,관광,2022,1,33.0
카자흐스탄,상용,2022,1,2.0
카자흐스탄,공용,2022,1,2.0
카자흐스탄,유학연수,2022,1,31.0
카자흐스탄,기타,2022,1,177.0
요르단,관광,2022,1,4.0
요르단,상용,2022,1,44.0
요르단,공용,2022,1,1.0
요르단,유학연수,2022,1,3.0
요르단,기타,2022,1,19.0
사우디아라비아,관광,2022,1,4.0
사우디아라비아,상용,2022,1,16.0
사우디아라비아,공용,2022,1,2.0
사우디아라비아,유학연수,2022,1,17.0
사우디아라비아,기타,2022,1,88.0
이라크,관광,2022,1,0.0
이라크,상용,2022,1,26.0
이라크,공용,2022,1,0.0
이라크,유학연수,2022,1,7.0
이라크,기타,2022,1,6.0
미  국,관광,2022,1,3127.0
미  국,상용,2022,1,159.0
미  국,공용,2022,1,1447.0
미  국,유학연수,2022,1,115.0
미  국,기타,2022,1,10722.0
에콰도르,관광,2022,1,0.0
에콰도르,상용,2022,1,2.0
에콰도르,공용,2022,1,0.0
에콰도르,유학연수,2022,1,7.0
에콰도르,기타,2022,1,6.0
쿠  바,관광,2022,1,0.0
쿠  바,상용,2022,1,0.0
쿠  바,공용,2022,1,1.0
쿠  바,유학연수,2022,1,0.0
쿠  바,기타,2022,1,1.0
캐나다,관광,2022,1,171.0
캐나다,상용,2022,1,15.0
캐나다,공용,2022,1,13.0
캐나다,유학연수,2022,1,25.0
캐나다,기타,2022,1,3229.0
브라질,관광,2022,1,8.0
브라질,상용,2022,1,19.0
브라질,공용,2022,1,1.0
브라질,유학연수,2022,1,27.0
브라질,기타,2022,1,141.0
멕시코,관광,2022,1,37.0
멕시코,상용,2022,1,2.0
멕시코,공용,2022,1,7.0
멕시코,유학연수,2022,1,30.0
멕시코,기타,2022,1,179.0
칠  레,관광,2022,1,7.0
칠  레,상용,2022,1,2.0
칠  레,공용,2022,1,0.0
칠  레,유학연수,2022,1,6.0
칠  레,기타,2022,1,20.0
아르헨티나,관광,2022,1,1.0
아르헨티나,상용,2022,1,2.0
아르헨티나,공용,2022,1,0.0
아르헨티나,유학연수,2022,1,1.0
아르헨티나,기타,2022,1,18.0
콜롬비아,관광,2022,1,2.0
콜롬비아,상용,2022,1,1.0
콜롬비아,공용,2022,1,6.0
콜롬비아,유학연수,2022,1,13.0
콜롬비아,기타,2022,1,26.0
페  루,관광,2022,1,3.0
페  루,상용,2022,1,0.0
페  루,공용,2022,1,4.0
페  루,유학연수,2022,1,10.0
페  루,기타,2022,1,15.0
베네수엘라,관광,2022,1,8.0
베네수엘라,상용,2022,1,0.0
베네수엘라,공용,2022,1,4.0
베네수엘라,유학연수,2022,1,0.0
베네수엘라,기타,2022,1,12.0
러시아(연방),관광,2022,1,383.0
러시아(연방),상용,2022,1,78.0
러시아(연방),공용,2022,1,12.0
러시아(연방),유학연수,2022,1,71.0
러시아(연방),기타,2022,1,2494.0
폴란드,관광,2022,1,101.0
폴란드,상용,2022,1,7.0
폴란드,공용,2022,1,2.0
폴란드,유학연수,2022,1,7.0
폴란드,기타,2022,1,265.0
덴마크,관광,2022,1,46.0
덴마크,상용,2022,1,7.0
덴마크,공용,2022,1,5.0
덴마크,유학연수,2022,1,12.0
덴마크,기타,2022,1,73.0
그리스,관광,2022,1,188.0
그리스,상용,2022,1,13.0
그리스,공용,2022,1,2.0
그리스,유학연수,2022,1,1.0
그리스,기타,2022,1,182.0
스위스,관광,2022,1,28.0
스위스,상용,2022,1,5.0
스위스,공용,2022,1,1.0
스위스,유학연수,2022,1,10.0
스위스,기타,2022,1,48.0
노르웨이,관광,2022,1,34.0
노르웨이,상용,2022,1,15.0
노르웨이,공용,2022,1,0.0
노르웨이,유학연수,2022,1,22.0
노르웨이,기타,2022,1,50.0
스페인,관광,2022,1,57.0
스페인,상용,2022,1,13.0
스페인,공용,2022,1,7.0
스페인,유학연수,2022,1,24.0
스페인,기타,2022,1,128.0
루마니아,관광,2022,1,197.0
루마니아,상용,2022,1,2.0
루마니아,공용,2022,1,3.0
루마니아,유학연수,2022,1,4.0
루마니아,기타,2022,1,153.0
벨기에,관광,2022,1,39.0
벨기에,상용,2022,1,13.0
벨기에,공용,2022,1,3.0
벨기에,유학연수,2022,1,5.0
벨기에,기타,2022,1,145.0
독  일,관광,2022,1,312.0
독  일,상용,2022,1,78.0
독  일,공용,2022,1,16.0
독  일,유학연수,2022,1,38.0
독  일,기타,2022,1,1274.0
영  국,관광,2022,1,271.0
영  국,상용,2022,1,53.0
영  국,공용,2022,1,22.0
영  국,유학연수,2022,1,27.0
영  국,기타,2022,1,645.0
프랑스,관광,2022,1,252.0
프랑스,상용,2022,1,89.0
프랑스,공용,2022,1,26.0
프랑스,유학연수,2022,1,146.0
프랑스,기타,2022,1,1072.0
네덜란드,관광,2022,1,87.0
네덜란드,상용,2022,1,7.0
네덜란드,공용,2022,1,12.0
네덜란드,유학연수,2022,1,25.0
네덜란드,기타,2022,1,795.0
우크라이나,관광,2022,1,301.0
우크라이나,상용,2022,1,7.0
우크라이나,공용,2022,1,3.0
우크라이나,유학연수,2022,1,23.0
우크라이나,기타,2022,1,698.0
이탈리아,관광,2022,1,92.0
이탈리아,상용,2022,1,52.0
이탈리아,공용,2022,1,7.0
이탈리아,유학연수,2022,1,22.0
이탈리아,기타,2022,1,236.0
불가리아,관광,2022,1,39.0
불가리아,상용,2022,1,0.0
불가리아,공용,2022,1,2.0
불가리아,유학연수,2022,1,11.0
불가리아,기타,2022,1,165.0
스웨덴,관광,2022,1,74.0
스웨덴,상용,2022,1,12.0
스웨덴,공용,2022,1,4.0
스웨덴,유학연수,2022,1,20.0
스웨덴,기타,2022,1,75.0
오스트레일리아,관광,2022,1,175.0
오스트레일리아,상용,2022,1,41.0
오스트레일리아,공용,2022,1,8.0
오스트레일리아,유학연수,2022,1,2.0
오스트레일리아,기타,2022,1,385.0
뉴질랜드,관광,2022,1,30.0
뉴질랜드,상용,2022,1,5.0
뉴질랜드,공용,2022,1,2.0
뉴질랜드,유학연수,2022,1,0.0
뉴질랜드,기타,2022,1,156.0
키리바시,관광,2022,1,0.0
키리바시,상용,2022,1,0.0
키리바시,공용,2022,1,0.0
키리바시,유학연수,2022,1,0.0
키리바시,기타,2022,1,4.0
피  지,관광,2022,1,0.0
피  지,상용,2022,1,0.0
피  지,공용,2022,1,2.0
피  지,유학연수,2022,1,3.0
피  지,기타,2022,1,5.0
남아프리카 공화국,관광,2022,1,0.0
남아프리카 공화국,상용,2022,1,3.0
남아프리카 공화국,공용,2022,1,1.0
남아프리카 공화국,유학연수,2022,1,1.0
남아프리카 공화국,기타,2022,1,99.0
나이지리아,관광,2022,1,0.0
나이지리아,상용,2022,1,5.0
나이지리아,공용,2022,1,0.0
나이지리아,유학연수,2022,1,11.0
나이지리아,기타,2022,1,9.0
이집트,관광,2022,1,21.0
이집트,상용,2022,1,23.0
이집트,공용,2022,1,2.0
이집트,유학연수,2022,1,8.0
이집트,기타,2022,1,139.0
일  본,관광,2022,2,91.0
일  본,상용,2022,2,216.0
일  본,공용,2022,2,5.0
일  본,유학연수,2022,2,2088.0
일  본,기타,2022,2,534.0
인  도,관광,2022,2,885.0
인  도,상용,2022,2,146.0
인  도,공용,2022,2,6.0
인  도,유학연수,2022,2,284.0
인  도,기타,2022,2,1928.0
베트남,관광,2022,2,279.0
베트남,상용,2022,2,33.0
베트남,공용,2022,2,3.0
베트남,유학연수,2022,2,2797.0
베트남,기타,2022,2,1890.0
미얀마,관광,2022,2,1023.0
미얀마,상용,2022,2,2.0
미얀마,공용,2022,2,0.0
미얀마,유학연수,2022,2,149.0
미얀마,기타,2022,2,3117.0
몽  골,관광,2022,2,152.0
몽  골,상용,2022,2,7.0
몽  골,공용,2022,2,46.0
몽  골,유학연수,2022,2,624.0
몽  골,기타,2022,2,345.0
스리랑카,관광,2022,2,27.0
스리랑카,상용,2022,2,4.0
스리랑카,공용,2022,2,0.0
스리랑카,유학연수,2022,2,36.0
스리랑카,기타,2022,2,408.0
파키스탄,관광,2022,2,15.0
파키스탄,상용,2022,2,46.0
파키스탄,공용,2022,2,0.0
파키스탄,유학연수,2022,2,141.0
파키스탄,기타,2022,2,336.0
방글라데시,관광,2022,2,20.0
방글라데시,상용,2022,2,10.0
방글라데시,공용,2022,2,8.0
방글라데시,유학연수,2022,2,170.0
방글라데시,기타,2022,2,481.0
중  국,관광,2022,2,1194.0
중  국,상용,2022,2,381.0
중  국,공용,2022,2,3.0
중  국,유학연수,2022,2,7881.0
중  국,기타,2022,2,7293.0
대  만,관광,2022,2,50.0
대  만,상용,2022,2,42.0
대  만,공용,2022,2,1.0
대  만,유학연수,2022,2,531.0
대  만,기타,2022,2,233.0
필리핀,관광,2022,2,2447.0
필리핀,상용,2022,2,15.0
필리핀,공용,2022,2,45.0
필리핀,유학연수,2022,2,36.0
필리핀,기타,2022,2,6495.0
홍  콩,관광,2022,2,17.0
홍  콩,상용,2022,2,9.0
홍  콩,공용,2022,2,0.0
홍  콩,유학연수,2022,2,207.0
홍  콩,기타,2022,2,39.0
태  국,관광,2022,2,276.0
태  국,상용,2022,2,25.0
태  국,공용,2022,2,21.0
태  국,유학연수,2022,2,281.0
태  국,기타,2022,2,889.0
말레이시아,관광,2022,2,76.0
말레이시아,상용,2022,2,38.0
말레이시아,공용,2022,2,1.0
말레이시아,유학연수,2022,2,529.0
말레이시아,기타,2022,2,343.0
싱가포르,관광,2022,2,956.0
싱가포르,상용,2022,2,71.0
싱가포르,공용,2022,2,1.0
싱가포르,유학연수,2022,2,182.0
싱가포르,기타,2022,2,279.0
인도네시아,관광,2022,2,1026.0
인도네시아,상용,2022,2,8.0
인도네시아,공용,2022,2,8.0
인도네시아,유학연수,2022,2,711.0
인도네시아,기타,2022,2,2672.0
우즈베키스탄,관광,2022,2,20.0
우즈베키스탄,상용,2022,2,66.0
우즈베키스탄,공용,2022,2,0.0
우즈베키스탄,유학연수,2022,2,670.0
우즈베키스탄,기타,2022,2,819.0
터  키,관광,2022,2,38.0
터  키,상용,2022,2,16.0
터  키,공용,2022,2,1.0
터  키,유학연수,2022,2,160.0
터  키,기타,2022,2,325.0
이스라엘,관광,2022,2,9.0
이스라엘,상용,2022,2,18.0
이스라엘,공용,2022,2,0.0
이스라엘,유학연수,2022,2,18.0
이스라엘,기타,2022,2,48.0
이  란,관광,2022,2,10.0
이  란,상용,2022,2,3.0
이  란,공용,2022,2,4.0
이  란,유학연수,2022,2,61.0
이  란,기타,2022,2,34.0
카자흐스탄,관광,2022,2,58.0
카자흐스탄,상용,2022,2,2.0
카자흐스탄,공용,2022,2,0.0
카자흐스탄,유학연수,2022,2,143.0
카자흐스탄,기타,2022,2,247.0
요르단,관광,2022,2,0.0
요르단,상용,2022,2,54.0
요르단,공용,2022,2,0.0
요르단,유학연수,2022,2,10.0
요르단,기타,2022,2,32.0
사우디아라비아,관광,2022,2,1.0
사우디아라비아,상용,2022,2,17.0
사우디아라비아,공용,2022,2,10.0
사우디아라비아,유학연수,2022,2,44.0
사우디아라비아,기타,2022,2,85.0
이라크,관광,2022,2,5.0
이라크,상용,2022,2,51.0
이라크,공용,2022,2,0.0
이라크,유학연수,2022,2,6.0
이라크,기타,2022,2,15.0
미  국,관광,2022,2,3847.0
미  국,상용,2022,2,50.0
미  국,공용,2022,2,834.0
미  국,유학연수,2022,2,1406.0
미  국,기타,2022,2,9708.0
에콰도르,관광,2022,2,2.0
에콰도르,상용,2022,2,0.0
에콰도르,공용,2022,2,0.0
에콰도르,유학연수,2022,2,27.0
에콰도르,기타,2022,2,6.0
쿠  바,관광,2022,2,0.0
쿠  바,상용,2022,2,0.0
쿠  바,공용,2022,2,0.0
쿠  바,유학연수,2022,2,0.0
쿠  바,기타,2022,2,3.0
캐나다,관광,2022,2,205.0
캐나다,상용,2022,2,16.0
캐나다,공용,2022,2,6.0
캐나다,유학연수,2022,2,120.0
캐나다,기타,2022,2,2573.0
브라질,관광,2022,2,5.0
브라질,상용,2022,2,20.0
브라질,공용,2022,2,3.0
브라질,유학연수,2022,2,95.0
브라질,기타,2022,2,134.0
멕시코,관광,2022,2,39.0
멕시코,상용,2022,2,2.0
멕시코,공용,2022,2,14.0
멕시코,유학연수,2022,2,203.0
멕시코,기타,2022,2,187.0
칠  레,관광,2022,2,3.0
칠  레,상용,2022,2,1.0
칠  레,공용,2022,2,0.0
칠  레,유학연수,2022,2,50.0
칠  레,기타,2022,2,17.0
아르헨티나,관광,2022,2,2.0
아르헨티나,상용,2022,2,0.0
아르헨티나,공용,2022,2,1.0
아르헨티나,유학연수,2022,2,8.0
아르헨티나,기타,2022,2,15.0
콜롬비아,관광,2022,2,2.0
콜롬비아,상용,2022,2,3.0
콜롬비아,공용,2022,2,0.0
콜롬비아,유학연수,2022,2,49.0
콜롬비아,기타,2022,2,24.0
페  루,관광,2022,2,2.0
페  루,상용,2022,2,3.0
페  루,공용,2022,2,1.0
페  루,유학연수,2022,2,21.0
페  루,기타,2022,2,5.0
베네수엘라,관광,2022,2,9.0
베네수엘라,상용,2022,2,2.0
베네수엘라,공용,2022,2,0.0
베네수엘라,유학연수,2022,2,5.0
베네수엘라,기타,2022,2,18.0
러시아(연방),관광,2022,2,420.0
러시아(연방),상용,2022,2,91.0
러시아(연방),공용,2022,2,2.0
러시아(연방),유학연수,2022,2,417.0
러시아(연방),기타,2022,2,2353.0
폴란드,관광,2022,2,165.0
폴란드,상용,2022,2,7.0
폴란드,공용,2022,2,1.0
폴란드,유학연수,2022,2,88.0
폴란드,기타,2022,2,249.0
덴마크,관광,2022,2,60.0
덴마크,상용,2022,2,3.0
덴마크,공용,2022,2,0.0
덴마크,유학연수,2022,2,52.0
덴마크,기타,2022,2,73.0
그리스,관광,2022,2,138.0
그리스,상용,2022,2,7.0
그리스,공용,2022,2,1.0
그리스,유학연수,2022,2,6.0
그리스,기타,2022,2,151.0
스위스,관광,2022,2,46.0
스위스,상용,2022,2,1.0
스위스,공용,2022,2,1.0
스위스,유학연수,2022,2,92.0
스위스,기타,2022,2,46.0
노르웨이,관광,2022,2,18.0
노르웨이,상용,2022,2,4.0
노르웨이,공용,2022,2,0.0
노르웨이,유학연수,2022,2,63.0
노르웨이,기타,2022,2,30.0
스페인,관광,2022,2,81.0
스페인,상용,2022,2,2.0
스페인,공용,2022,2,1.0
스페인,유학연수,2022,2,183.0
스페인,기타,2022,2,69.0
루마니아,관광,2022,2,190.0
루마니아,상용,2022,2,1.0
루마니아,공용,2022,2,1.0
루마니아,유학연수,2022,2,22.0
루마니아,기타,2022,2,156.0
벨기에,관광,2022,2,66.0
벨기에,상용,2022,2,3.0
벨기에,공용,2022,2,0.0
벨기에,유학연수,2022,2,88.0
벨기에,기타,2022,2,117.0
독  일,관광,2022,2,397.0
독  일,상용,2022,2,31.0
독  일,공용,2022,2,5.0
독  일,유학연수,2022,2,933.0
독  일,기타,2022,2,1018.0
영  국,관광,2022,2,378.0
영  국,상용,2022,2,15.0
영  국,공용,2022,2,16.0
영  국,유학연수,2022,2,46.0
