국적,목적,년,월,입국자수
쿠  바,기타,2010,7,0.0
캐나다,관광,2010,7,7983.0
캐나다,상용,2010,7,92.0
캐나다,공용,2010,7,6.0
캐나다,유학연수,2010,7,21.0
캐나다,기타,2010,7,3212.0
브라질,관광,2010,7,733.0
브라질,상용,2010,7,46.0
브라질,공용,2010,7,0.0
브라질,유학연수,2010,7,5.0
브라질,기타,2010,7,266.0
멕시코,관광,2010,7,600.0
멕시코,상용,2010,7,16.0
멕시코,공용,2010,7,1.0
멕시코,유학연수,2010,7,21.0
멕시코,기타,2010,7,110.0
칠  레,관광,2010,7,80.0
칠  레,상용,2010,7,2.0
칠  레,공용,2010,7,0.0
칠  레,유학연수,2010,7,2.0
칠  레,기타,2010,7,56.0
아르헨티나,관광,2010,7,186.0
아르헨티나,상용,2010,7,4.0
아르헨티나,공용,2010,7,0.0
아르헨티나,유학연수,2010,7,4.0
아르헨티나,기타,2010,7,90.0
콜롬비아,관광,2010,7,163.0
콜롬비아,상용,2010,7,1.0
콜롬비아,공용,2010,7,1.0
콜롬비아,유학연수,2010,7,3.0
콜롬비아,기타,2010,7,80.0
페  루,관광,2010,7,74.0
페  루,상용,2010,7,5.0
페  루,공용,2010,7,0.0
페  루,유학연수,2010,7,5.0
페  루,기타,2010,7,148.0
베네수엘라,관광,2010,7,119.0
베네수엘라,상용,2010,7,1.0
베네수엘라,공용,2010,7,0.0
베네수엘라,유학연수,2010,7,0.0
베네수엘라,기타,2010,7,49.0
러시아(연방),관광,2010,7,5908.0
러시아(연방),상용,2010,7,520.0
러시아(연방),공용,2010,7,16.0
러시아(연방),유학연수,2010,7,58.0
러시아(연방),기타,2010,7,8415.0
폴란드,관광,2010,7,532.0
폴란드,상용,2010,7,17.0
폴란드,공용,2010,7,1.0
폴란드,유학연수,2010,7,4.0
폴란드,기타,2010,7,520.0
덴마크,관광,2010,7,663.0
덴마크,상용,2010,7,23.0
덴마크,공용,2010,7,0.0
덴마크,유학연수,2010,7,2.0
덴마크,기타,2010,7,81.0
그리스,관광,2010,7,416.0
그리스,상용,2010,7,24.0
그리스,공용,2010,7,0.0
그리스,유학연수,2010,7,0.0
그리스,기타,2010,7,323.0
스위스,관광,2010,7,810.0
스위스,상용,2010,7,14.0
스위스,공용,2010,7,0.0
스위스,유학연수,2010,7,4.0
스위스,기타,2010,7,87.0
노르웨이,관광,2010,7,685.0
노르웨이,상용,2010,7,220.0
노르웨이,공용,2010,7,0.0
노르웨이,유학연수,2010,7,4.0
노르웨이,기타,2010,7,82.0
스페인,관광,2010,7,1053.0
스페인,상용,2010,7,18.0
스페인,공용,2010,7,1.0
스페인,유학연수,2010,7,9.0
스페인,기타,2010,7,127.0
루마니아,관광,2010,7,244.0
루마니아,상용,2010,7,18.0
루마니아,공용,2010,7,0.0
루마니아,유학연수,2010,7,0.0
루마니아,기타,2010,7,817.0
벨기에,관광,2010,7,552.0
벨기에,상용,2010,7,24.0
벨기에,공용,2010,7,1.0
벨기에,유학연수,2010,7,0.0
벨기에,기타,2010,7,103.0
독  일,관광,2010,7,6065.0
독  일,상용,2010,7,175.0
독  일,공용,2010,7,6.0
독  일,유학연수,2010,7,30.0
독  일,기타,2010,7,1742.0
영  국,관광,2010,7,6008.0
영  국,상용,2010,7,350.0
영  국,공용,2010,7,4.0
영  국,유학연수,2010,7,14.0
영  국,기타,2010,7,1187.0
프랑스,관광,2010,7,5010.0
프랑스,상용,2010,7,243.0
프랑스,공용,2010,7,21.0
프랑스,유학연수,2010,7,66.0
프랑스,기타,2010,7,868.0
네덜란드,관광,2010,7,1469.0
네덜란드,상용,2010,7,44.0
네덜란드,공용,2010,7,1.0
네덜란드,유학연수,2010,7,15.0
네덜란드,기타,2010,7,399.0
우크라이나,관광,2010,7,463.0
우크라이나,상용,2010,7,28.0
우크라이나,공용,2010,7,0.0
우크라이나,유학연수,2010,7,3.0
우크라이나,기타,2010,7,1976.0
이탈리아,관광,2010,7,1651.0
이탈리아,상용,2010,7,33.0
이탈리아,공용,2010,7,7.0
이탈리아,유학연수,2010,7,3.0
이탈리아,기타,2010,7,935.0
불가리아,관광,2010,7,155.0
불가리아,상용,2010,7,0.0
불가리아,공용,2010,7,2.0
불가리아,유학연수,2010,7,1.0
불가리아,기타,2010,7,633.0
스웨덴,관광,2010,7,827.0
스웨덴,상용,2010,7,48.0
스웨덴,공용,2010,7,8.0
스웨덴,유학연수,2010,7,6.0
스웨덴,기타,2010,7,77.0
오스트레일리아,관광,2010,7,7321.0
오스트레일리아,상용,2010,7,424.0
오스트레일리아,공용,2010,7,21.0
오스트레일리아,유학연수,2010,7,16.0
오스트레일리아,기타,2010,7,1243.0
뉴질랜드,관광,2010,7,1990.0
뉴질랜드,상용,2010,7,63.0
뉴질랜드,공용,2010,7,3.0
뉴질랜드,유학연수,2010,7,1.0
뉴질랜드,기타,2010,7,365.0
키리바시,관광,2010,7,37.0
키리바시,상용,2010,7,0.0
키리바시,공용,2010,7,0.0
키리바시,유학연수,2010,7,0.0
키리바시,기타,2010,7,63.0
피  지,관광,2010,7,256.0
피  지,상용,2010,7,0.0
피  지,공용,2010,7,0.0
피  지,유학연수,2010,7,6.0
피  지,기타,2010,7,3.0
남아프리카 공화국,관광,2010,7,447.0
남아프리카 공화국,상용,2010,7,29.0
남아프리카 공화국,공용,2010,7,1.0
남아프리카 공화국,유학연수,2010,7,0.0
남아프리카 공화국,기타,2010,7,320.0
나이지리아,관광,2010,7,107.0
나이지리아,상용,2010,7,119.0
나이지리아,공용,2010,7,1.0
나이지리아,유학연수,2010,7,4.0
나이지리아,기타,2010,7,9.0
이집트,관광,2010,7,201.0
이집트,상용,2010,7,93.0
이집트,공용,2010,7,7.0
이집트,유학연수,2010,7,9.0
이집트,기타,2010,7,64.0
일  본,관광,2010,8,254178.0
일  본,상용,2010,8,1616.0
일  본,공용,2010,8,103.0
일  본,유학연수,2010,8,1238.0
일  본,기타,2010,8,5022.0
인  도,관광,2010,8,1513.0
인  도,상용,2010,8,2130.0
인  도,공용,2010,8,21.0
인  도,유학연수,2010,8,198.0
인  도,기타,2010,8,4628.0
베트남,관광,2010,8,3797.0
베트남,상용,2010,8,400.0
베트남,공용,2010,8,43.0
베트남,유학연수,2010,8,671.0
베트남,기타,2010,8,3455.0
미얀마,관광,2010,8,630.0
미얀마,상용,2010,8,75.0
미얀마,공용,2010,8,33.0
미얀마,유학연수,2010,8,42.0
미얀마,기타,2010,8,4379.0
몽  골,관광,2010,8,2286.0
몽  골,상용,2010,8,203.0
몽  골,공용,2010,8,5.0
몽  골,유학연수,2010,8,906.0
몽  골,기타,2010,8,931.0
스리랑카,관광,2010,8,155.0
스리랑카,상용,2010,8,31.0
스리랑카,공용,2010,8,3.0
스리랑카,유학연수,2010,8,27.0
스리랑카,기타,2010,8,1383.0
파키스탄,관광,2010,8,104.0
파키스탄,상용,2010,8,224.0
파키스탄,공용,2010,8,5.0
파키스탄,유학연수,2010,8,78.0
파키스탄,기타,2010,8,262.0
방글라데시,관광,2010,8,111.0
방글라데시,상용,2010,8,74.0
방글라데시,공용,2010,8,34.0
방글라데시,유학연수,2010,8,94.0
방글라데시,기타,2010,8,418.0
중  국,관광,2010,8,142180.0
중  국,상용,2010,8,11049.0
중  국,공용,2010,8,232.0
중  국,유학연수,2010,8,26427.0
중  국,기타,2010,8,62099.0
대  만,관광,2010,8,37078.0
대  만,상용,2010,8,57.0
대  만,공용,2010,8,5.0
대  만,유학연수,2010,8,329.0
대  만,기타,2010,8,592.0
필리핀,관광,2010,8,3977.0
필리핀,상용,2010,8,352.0
필리핀,공용,2010,8,83.0
필리핀,유학연수,2010,8,148.0
필리핀,기타,2010,8,21000.0
홍  콩,관광,2010,8,20053.0
홍  콩,상용,2010,8,61.0
홍  콩,공용,2010,8,0.0
홍  콩,유학연수,2010,8,114.0
홍  콩,기타,2010,8,768.0
태  국,관광,2010,8,10520.0
태  국,상용,2010,8,44.0
태  국,공용,2010,8,40.0
태  국,유학연수,2010,8,173.0
태  국,기타,2010,8,4611.0
말레이시아,관광,2010,8,3214.0
말레이시아,상용,2010,8,83.0
말레이시아,공용,2010,8,2.0
말레이시아,유학연수,2010,8,300.0
말레이시아,기타,2010,8,1428.0
싱가포르,관광,2010,8,4469.0
싱가포르,상용,2010,8,133.0
싱가포르,공용,2010,8,0.0
싱가포르,유학연수,2010,8,135.0
싱가포르,기타,2010,8,1114.0
인도네시아,관광,2010,8,2046.0
인도네시아,상용,2010,8,337.0
인도네시아,공용,2010,8,14.0
인도네시아,유학연수,2010,8,236.0
인도네시아,기타,2010,8,4450.0
우즈베키스탄,관광,2010,8,404.0
우즈베키스탄,상용,2010,8,446.0
우즈베키스탄,공용,2010,8,3.0
우즈베키스탄,유학연수,2010,8,128.0
우즈베키스탄,기타,2010,8,1293.0
터  키,관광,2010,8,763.0
터  키,상용,2010,8,22.0
터  키,공용,2010,8,1.0
터  키,유학연수,2010,8,74.0
터  키,기타,2010,8,586.0
이스라엘,관광,2010,8,1008.0
이스라엘,상용,2010,8,7.0
이스라엘,공용,2010,8,1.0
이스라엘,유학연수,2010,8,3.0
이스라엘,기타,2010,8,71.0
이  란,관광,2010,8,310.0
이  란,상용,2010,8,321.0
이  란,공용,2010,8,1.0
이  란,유학연수,2010,8,36.0
이  란,기타,2010,8,264.0
카자흐스탄,관광,2010,8,490.0
카자흐스탄,상용,2010,8,69.0
카자흐스탄,공용,2010,8,1.0
카자흐스탄,유학연수,2010,8,171.0
카자흐스탄,기타,2010,8,180.0
요르단,관광,2010,8,33.0
요르단,상용,2010,8,140.0
요르단,공용,2010,8,0.0
요르단,유학연수,2010,8,10.0
요르단,기타,2010,8,20.0
사우디아라비아,관광,2010,8,217.0
사우디아라비아,상용,2010,8,62.0
사우디아라비아,공용,2010,8,0.0
사우디아라비아,유학연수,2010,8,38.0
사우디아라비아,기타,2010,8,12.0
이라크,관광,2010,8,57.0
이라크,상용,2010,8,118.0
이라크,공용,2010,8,1.0
이라크,유학연수,2010,8,2.0
이라크,기타,2010,8,15.0
미  국,관광,2010,8,35671.0
미  국,상용,2010,8,1183.0
미  국,공용,2010,8,1877.0
미  국,유학연수,2010,8,562.0
미  국,기타,2010,8,17084.0
에콰도르,관광,2010,8,78.0
에콰도르,상용,2010,8,0.0
에콰도르,공용,2010,8,0.0
에콰도르,유학연수,2010,8,4.0
에콰도르,기타,2010,8,26.0
쿠  바,관광,2010,8,7.0
쿠  바,상용,2010,8,0.0
쿠  바,공용,2010,8,0.0
쿠  바,유학연수,2010,8,0.0
쿠  바,기타,2010,8,1.0
캐나다,관광,2010,8,6454.0
캐나다,상용,2010,8,128.0
캐나다,공용,2010,8,9.0
캐나다,유학연수,2010,8,83.0
캐나다,기타,2010,8,4700.0
브라질,관광,2010,8,759.0
브라질,상용,2010,8,51.0
브라질,공용,2010,8,2.0
브라질,유학연수,2010,8,36.0
브라질,기타,2010,8,317.0
멕시코,관광,2010,8,573.0
멕시코,상용,2010,8,16.0
멕시코,공용,2010,8,5.0
멕시코,유학연수,2010,8,57.0
멕시코,기타,2010,8,183.0
칠  레,관광,2010,8,140.0
칠  레,상용,2010,8,6.0
칠  레,공용,2010,8,0.0
칠  레,유학연수,2010,8,18.0
칠  레,기타,2010,8,39.0
아르헨티나,관광,2010,8,117.0
아르헨티나,상용,2010,8,4.0
아르헨티나,공용,2010,8,1.0
아르헨티나,유학연수,2010,8,11.0
아르헨티나,기타,2010,8,88.0
콜롬비아,관광,2010,8,100.0
콜롬비아,상용,2010,8,2.0
콜롬비아,공용,2010,8,0.0
콜롬비아,유학연수,2010,8,14.0
콜롬비아,기타,2010,8,90.0
페  루,관광,2010,8,94.0
페  루,상용,2010,8,3.0
페  루,공용,2010,8,0.0
페  루,유학연수,2010,8,11.0
페  루,기타,2010,8,138.0
베네수엘라,관광,2010,8,170.0
베네수엘라,상용,2010,8,4.0
베네수엘라,공용,2010,8,0.0
베네수엘라,유학연수,2010,8,1.0
베네수엘라,기타,2010,8,50.0
러시아(연방),관광,2010,8,5198.0
러시아(연방),상용,2010,8,545.0
러시아(연방),공용,2010,8,33.0
러시아(연방),유학연수,2010,8,358.0
러시아(연방),기타,2010,8,6939.0
폴란드,관광,2010,8,493.0
폴란드,상용,2010,8,23.0
폴란드,공용,2010,8,1.0
폴란드,유학연수,2010,8,49.0
폴란드,기타,2010,8,530.0
덴마크,관광,2010,8,466.0
덴마크,상용,2010,8,34.0
덴마크,공용,2010,8,0.0
덴마크,유학연수,2010,8,29.0
덴마크,기타,2010,8,97.0
그리스,관광,2010,8,324.0
그리스,상용,2010,8,43.0
그리스,공용,2010,8,0.0
그리스,유학연수,2010,8,1.0
그리스,기타,2010,8,315.0
스위스,관광,2010,8,701.0
스위스,상용,2010,8,15.0
스위스,공용,2010,8,0.0
스위스,유학연수,2010,8,24.0
스위스,기타,2010,8,87.0
노르웨이,관광,2010,8,592.0
노르웨이,상용,2010,8,292.0
노르웨이,공용,2010,8,0.0
노르웨이,유학연수,2010,8,15.0
노르웨이,기타,2010,8,124.0
스페인,관광,2010,8,1393.0
스페인,상용,2010,8,13.0
스페인,공용,2010,8,14.0
스페인,유학연수,2010,8,55.0
스페인,기타,2010,8,176.0
루마니아,관광,2010,8,240.0
루마니아,상용,2010,8,21.0
루마니아,공용,2010,8,0.0
루마니아,유학연수,2010,8,22.0
루마니아,기타,2010,8,603.0
벨기에,관광,2010,8,534.0
벨기에,상용,2010,8,30.0
벨기에,공용,2010,8,0.0
벨기에,유학연수,2010,8,12.0
벨기에,기타,2010,8,152.0
독  일,관광,2010,8,5655.0
독  일,상용,2010,8,217.0
독  일,공용,2010,8,24.0
독  일,유학연수,2010,8,331.0
독  일,기타,2010,8,1868.0
영  국,관광,2010,8,6112.0
영  국,상용,2010,8,381.0
영  국,공용,2010,8,12.0
영  국,유학연수,2010,8,27.0
영  국,기타,2010,8,2023.0
프랑스,관광,2010,8,4855.0
프랑스,상용,2010,8,336.0
프랑스,공용,2010,8,49.0
프랑스,유학연수,2010,8,368.0
프랑스,기타,2010,8,1285.0
네덜란드,관광,2010,8,1238.0
네덜란드,상용,2010,8,41.0
네덜란드,공용,2010,8,2.0
네덜란드,유학연수,2010,8,80.0
네덜란드,기타,2010,8,397.0
우크라이나,관광,2010,8,300.0
우크라이나,상용,2010,8,30.0
우크라이나,공용,2010,8,3.0
우크라이나,유학연수,2010,8,41.0
우크라이나,기타,2010,8,1924.0
이탈리아,관광,2010,8,1716.0
이탈리아,상용,2010,8,27.0
이탈리아,공용,2010,8,8.0
이탈리아,유학연수,2010,8,40.0
이탈리아,기타,2010,8,919.0
불가리아,관광,2010,8,138.0
불가리아,상용,2010,8,2.0
불가리아,공용,2010,8,0.0
불가리아,유학연수,2010,8,17.0
불가리아,기타,2010,8,444.0
스웨덴,관광,2010,8,789.0
스웨덴,상용,2010,8,63.0
스웨덴,공용,2010,8,4.0
스웨덴,유학연수,2010,8,99.0
스웨덴,기타,2010,8,165.0
오스트레일리아,관광,2010,8,6580.0
오스트레일리아,상용,2010,8,479.0
오스트레일리아,공용,2010,8,57.0
오스트레일리아,유학연수,2010,8,35.0
오스트레일리아,기타,2010,8,1400.0
뉴질랜드,관광,2010,8,1739.0
뉴질랜드,상용,2010,8,59.0
뉴질랜드,공용,2010,8,1.0
뉴질랜드,유학연수,2010,8,6.0
뉴질랜드,기타,2010,8,537.0
키리바시,관광,2010,8,29.0
키리바시,상용,2010,8,0.0
키리바시,공용,2010,8,0.0
키리바시,유학연수,2010,8,0.0
키리바시,기타,2010,8,86.0
피  지,관광,2010,8,422.0
피  지,상용,2010,8,0.0
피  지,공용,2010,8,0.0
피  지,유학연수,2010,8,4.0
피  지,기타,2010,8,9.0
남아프리카 공화국,관광,2010,8,457.0
남아프리카 공화국,상용,2010,8,20.0
남아프리카 공화국,공용,2010,8,1.0
남아프리카 공화국,유학연수,2010,8,9.0
남아프리카 공화국,기타,2010,8,828.0
나이지리아,관광,2010,8,122.0
나이지리아,상용,2010,8,141.0
나이지리아,공용,2010,8,0.0
나이지리아,유학연수,2010,8,8.0
나이지리아,기타,2010,8,22.0
이집트,관광,2010,8,120.0
이집트,상용,2010,8,65.0
이집트,공용,2010,8,4.0
이집트,유학연수,2010,8,23.0
이집트,기타,2010,8,156.0
일  본,관광,2010,9,259846.0
일  본,상용,2010,9,1791.0
일  본,공용,2010,9,147.0
일  본,유학연수,2010,9,576.0
일  본,기타,2010,9,5526.0
인  도,관광,2010,9,1422.0
인  도,상용,2010,9,2115.0
인  도,공용,2010,9,17.0
인  도,유학연수,2010,9,64.0
인  도,기타,2010,9,3671.0
베트남,관광,2010,9,3362.0
베트남,상용,2010,9,594.0
베트남,공용,2010,9,22.0
베트남,유학연수,2010,9,245.0
베트남,기타,2010,9,2941.0
미얀마,관광,2010,9,805.0
미얀마,상용,2010,9,44.0
미얀마,공용,2010,9,40.0
미얀마,유학연수,2010,9,20.0
미얀마,기타,2010,9,3890.0
몽  골,관광,2010,9,2581.0
몽  골,상용,2010,9,228.0
몽  골,공용,2010,9,2.0
몽  골,유학연수,2010,9,521.0
몽  골,기타,2010,9,697.0
스리랑카,관광,2010,9,180.0
스리랑카,상용,2010,9,45.0
스리랑카,공용,2010,9,6.0
스리랑카,유학연수,2010,9,9.0
스리랑카,기타,2010,9,826.0
파키스탄,관광,2010,9,157.0
파키스탄,상용,2010,9,224.0
파키스탄,공용,2010,9,1.0
파키스탄,유학연수,2010,9,32.0
파키스탄,기타,2010,9,222.0
방글라데시,관광,2010,9,163.0
방글라데시,상용,2010,9,105.0
방글라데시,공용,2010,9,33.0
방글라데시,유학연수,2010,9,38.0
방글라데시,기타,2010,9,190.0
중  국,관광,2010,9,93545.0
중  국,상용,2010,9,10013.0
중  국,공용,2010,9,293.0
중  국,유학연수,2010,9,11374.0
중  국,기타,2010,9,60971.0
대  만,관광,2010,9,31511.0
대  만,상용,2010,9,43.0
대  만,공용,2010,9,5.0
대  만,유학연수,2010,9,105.0
대  만,기타,2010,9,620.0
필리핀,관광,2010,9,5460.0
필리핀,상용,2010,9,275.0
필리핀,공용,2010,9,62.0
필리핀,유학연수,2010,9,51.0
필리핀,기타,2010,9,20246.0
홍  콩,관광,2010,9,13404.0
홍  콩,상용,2010,9,39.0
홍  콩,공용,2010,9,0.0
홍  콩,유학연수,2010,9,22.0
홍  콩,기타,2010,9,841.0
태  국,관광,2010,9,11562.0
태  국,상용,2010,9,50.0
태  국,공용,2010,9,39.0
태  국,유학연수,2010,9,50.0
태  국,기타,2010,9,4524.0
말레이시아,관광,2010,9,7044.0
말레이시아,상용,2010,9,104.0
말레이시아,공용,2010,9,1.0
말레이시아,유학연수,2010,9,80.0
말레이시아,기타,2010,9,1214.0
싱가포르,관광,2010,9,6067.0
싱가포르,상용,2010,9,111.0
싱가포르,공용,2010,9,3.0
싱가포르,유학연수,2010,9,26.0
싱가포르,기타,2010,9,1122.0
인도네시아,관광,2010,9,8142.0
인도네시아,상용,2010,9,397.0
인도네시아,공용,2010,9,16.0
인도네시아,유학연수,2010,9,66.0
인도네시아,기타,2010,9,4028.0
우즈베키스탄,관광,2010,9,386.0
우즈베키스탄,상용,2010,9,435.0
우즈베키스탄,공용,2010,9,0.0
우즈베키스탄,유학연수,2010,9,47.0
우즈베키스탄,기타,2010,9,952.0
터  키,관광,2010,9,790.0
터  키,상용,2010,9,24.0
터  키,공용,2010,9,2.0
터  키,유학연수,2010,9,21.0
터  키,기타,2010,9,611.0
이스라엘,관광,2010,9,837.0
이스라엘,상용,2010,9,10.0
이스라엘,공용,2010,9,0.0
이스라엘,유학연수,2010,9,4.0
이스라엘,기타,2010,9,40.0
이  란,관광,2010,9,311.0
이  란,상용,2010,9,304.0
이  란,공용,2010,9,1.0
이  란,유학연수,2010,9,10.0
이  란,기타,2010,9,48.0
카자흐스탄,관광,2010,9,347.0
카자흐스탄,상용,2010,9,91.0
카자흐스탄,공용,2010,9,3.0
카자흐스탄,유학연수,2010,9,45.0
카자흐스탄,기타,2010,9,166.0
요르단,관광,2010,9,43.0
요르단,상용,2010,9,155.0
요르단,공용,2010,9,3.0
요르단,유학연수,2010,9,2.0
요르단,기타,2010,9,12.0
사우디아라비아,관광,2010,9,276.0
사우디아라비아,상용,2010,9,61.0
사우디아라비아,공용,2010,9,2.0
사우디아라비아,유학연수,2010,9,21.0
사우디아라비아,기타,2010,9,25.0
이라크,관광,2010,9,4.0
이라크,상용,2010,9,92.0
이라크,공용,2010,9,0.0
이라크,유학연수,2010,9,1.0
이라크,기타,2010,9,14.0
미  국,관광,2010,9,40747.0
미  국,상용,2010,9,1119.0
미  국,공용,2010,9,1283.0
미  국,유학연수,2010,9,125.0
미  국,기타,2010,9,13030.0
에콰도르,관광,2010,9,131.0
에콰도르,상용,2010,9,2.0
에콰도르,공용,2010,9,11.0
에콰도르,유학연수,2010,9,3.0
에콰도르,기타,2010,9,41.0
쿠  바,관광,2010,9,8.0
쿠  바,상용,2010,9,0.0
쿠  바,공용,2010,9,0.0
쿠  바,유학연수,2010,9,0.0
쿠  바,기타,2010,9,8.0
캐나다,관광,2010,9,7360.0
캐나다,상용,2010,9,110.0
캐나다,공용,2010,9,3.0
캐나다,유학연수,2010,9,21.0
캐나다,기타,2010,9,3542.0
브라질,관광,2010,9,764.0
브라질,상용,2010,9,67.0
브라질,공용,2010,9,2.0
브라질,유학연수,2010,9,19.0
브라질,기타,2010,9,285.0
멕시코,관광,2010,9,613.0
멕시코,상용,2010,9,24.0
멕시코,공용,2010,9,0.0
멕시코,유학연수,2010,9,15.0
멕시코,기타,2010,9,152.0
칠  레,관광,2010,9,170.0
칠  레,상용,2010,9,10.0
칠  레,공용,2010,9,1.0
칠  레,유학연수,2010,9,4.0
칠  레,기타,2010,9,70.0
아르헨티나,관광,2010,9,194.0
아르헨티나,상용,2010,9,2.0
아르헨티나,공용,2010,9,0.0
아르헨티나,유학연수,2010,9,8.0
아르헨티나,기타,2010,9,71.0
콜롬비아,관광,2010,9,201.0
콜롬비아,상용,2010,9,2.0
콜롬비아,공용,2010,9,2.0
콜롬비아,유학연수,2010,9,12.0
콜롬비아,기타,2010,9,73.0
페  루,관광,2010,9,114.0
페  루,상용,2010,9,2.0
페  루,공용,2010,9,0.0
페  루,유학연수,2010,9,6.0
페  루,기타,2010,9,95.0
베네수엘라,관광,2010,9,47.0
베네수엘라,상용,2010,9,3.0
베네수엘라,공용,2010,9,1.0
베네수엘라,유학연수,2010,9,1.0
베네수엘라,기타,2010,9,43.0
러시아(연방),관광,2010,9,4352.0
러시아(연방),상용,2010,9,530.0
러시아(연방),공용,2010,9,10.0
러시아(연방),유학연수,2010,9,85.0
러시아(연방),기타,2010,9,5746.0
폴란드,관광,2010,9,472.0
폴란드,상용,2010,9,19.0
폴란드,공용,2010,9,0.0
폴란드,유학연수,2010,9,12.0
폴란드,기타,2010,9,474.0
덴마크,관광,2010,9,587.0
덴마크,상용,2010,9,32.0
덴마크,공용,2010,9,0.0
덴마크,유학연수,2010,9,3.0
덴마크,기타,2010,9,120.0
그리스,관광,2010,9,361.0
그리스,상용,2010,9,28.0
그리스,공용,2010,9,0.0
그리스,유학연수,2010,9,1.0
그리스,기타,2010,9,321.0
스위스,관광,2010,9,777.0
스위스,상용,2010,9,21.0
스위스,공용,2010,9,0.0
스위스,유학연수,2010,9,6.0
스위스,기타,2010,9,72.0
노르웨이,관광,2010,9,747.0
노르웨이,상용,2010,9,296.0
노르웨이,공용,2010,9,0.0
노르웨이,유학연수,2010,9,5.0
노르웨이,기타,2010,9,86.0
스페인,관광,2010,9,889.0
스페인,상용,2010,9,14.0
스페인,공용,2010,9,11.0
스페인,유학연수,2010,9,16.0
스페인,기타,2010,9,159.0
루마니아,관광,2010,9,287.0
루마니아,상용,2010,9,18.0
루마니아,공용,2010,9,0.0
루마니아,유학연수,2010,9,4.0
루마니아,기타,2010,9,641.0
벨기에,관광,2010,9,619.0
벨기에,상용,2010,9,33.0
벨기에,공용,2010,9,1.0
벨기에,유학연수,2010,9,2.0
벨기에,기타,2010,9,176.0
독  일,관광,2010,9,6217.0
독  일,상용,2010,9,221.0
독  일,공용,2010,9,7.0
독  일,유학연수,2010,9,69.0
독  일,기타,2010,9,1868.0
영  국,관광,2010,9,6423.0
영  국,상용,2010,9,389.0
영  국,공용,2010,9,8.0
영  국,유학연수,2010,9,24.0
영  국,기타,2010,9,1375.0
프랑스,관광,2010,9,3708.0
프랑스,상용,2010,9,310.0
프랑스,공용,2010,9,33.0
프랑스,유학연수,2010,9,66.0
프랑스,기타,2010,9,1131.0
네덜란드,관광,2010,9,1431.0
네덜란드,상용,2010,9,54.0
네덜란드,공용,2010,9,0.0
네덜란드,유학연수,2010,9,10.0
네덜란드,기타,2010,9,379.0
우크라이나,관광,2010,9,387.0
우크라이나,상용,2010,9,26.0
우크라이나,공용,2010,9,0.0
우크라이나,유학연수,2010,9,3.0
우크라이나,기타,2010,9,1609.0
이탈리아,관광,2010,9,1518.0
이탈리아,상용,2010,9,37.0
이탈리아,공용,2010,9,6.0
이탈리아,유학연수,2010,9,12.0
이탈리아,기타,2010,9,786.0
불가리아,관광,2010,9,118.0
불가리아,상용,2010,9,5.0
불가리아,공용,2010,9,0.0
불가리아,유학연수,2010,9,3.0
불가리아,기타,2010,9,527.0
스웨덴,관광,2010,9,882.0
스웨덴,상용,2010,9,65.0
스웨덴,공용,2010,9,2.0
스웨덴,유학연수,2010,9,7.0
스웨덴,기타,2010,9,131.0
오스트레일리아,관광,2010,9,8988.0
오스트레일리아,상용,2010,9,470.0
오스트레일리아,공용,2010,9,52.0
오스트레일리아,유학연수,2010,9,16.0
오스트레일리아,기타,2010,9,1582.0
뉴질랜드,관광,2010,9,2312.0
뉴질랜드,상용,2010,9,62.0
뉴질랜드,공용,2010,9,3.0
뉴질랜드,유학연수,2010,9,0.0
뉴질랜드,기타,2010,9,439.0
키리바시,관광,2010,9,22.0
키리바시,상용,2010,9,0.0
키리바시,공용,2010,9,0.0
키리바시,유학연수,2010,9,0.0
키리바시,기타,2010,9,45.0
피  지,관광,2010,9,370.0
피  지,상용,2010,9,0.0
피  지,공용,2010,9,0.0
피  지,유학연수,2010,9,1.0
피  지,기타,2010,9,3.0
남아프리카 공화국,관광,2010,9,407.0
남아프리카 공화국,상용,2010,9,24.0
남아프리카 공화국,공용,2010,9,4.0
남아프리카 공화국,유학연수,2010,9,7.0
남아프리카 공화국,기타,2010,9,459.0
나이지리아,관광,2010,9,69.0
나이지리아,상용,2010,9,151.0
나이지리아,공용,2010,9,1.0
나이지리아,유학연수,2010,9,12.0
나이지리아,기타,2010,9,21.0
이집트,관광,2010,9,223.0
이집트,상용,2010,9,111.0
이집트,공용,2010,9,6.0
이집트,유학연수,2010,9,7.0
이집트,기타,2010,9,46.0
일  본,관광,2010,10,295488.0
일  본,상용,2010,10,1270.0
일  본,공용,2010,10,85.0
일  본,유학연수,2010,10,199.0
일  본,기타,2010,10,5528.0
인  도,관광,2010,10,2276.0
인  도,상용,2010,10,2612.0
인  도,공용,2010,10,15.0
인  도,유학연수,2010,10,25.0
인  도,기타,2010,10,3306.0
베트남,관광,2010,10,4737.0
베트남,상용,2010,10,628.0
베트남,공용,2010,10,29.0
베트남,유학연수,2010,10,114.0
베트남,기타,2010,10,4484.0
미얀마,관광,2010,10,697.0
미얀마,상용,2010,10,53.0
미얀마,공용,2010,10,52.0
미얀마,유학연수,2010,10,5.0
미얀마,기타,2010,10,3741.0
몽  골,관광,2010,10,2483.0
몽  골,상용,2010,10,218.0
몽  골,공용,2010,10,10.0
몽  골,유학연수,2010,10,144.0
몽  골,기타,2010,10,529.0
스리랑카,관광,2010,10,327.0
스리랑카,상용,2010,10,84.0
